generation,gain_enemy_3,gain_enemy_4,gain_enemy_8,kill_enemy_3,kill_enemy_4,kill_enemy_8,sigma_0,sigma_1,sigma_2,sigma_3
2,-70.0,-90.0,25.60000000000025,0.0,0.0,1.0,0.2114276275292988,0.2860639984426884,0.24979315607769267,0.18072620252473307
2,-77.5,-65.0,25.60000000000025,0.0,0.0,1.0,0.3,0.2594298003968249,0.22755695829096184,0.1288757996922933
2,-75.0,-90.0,25.60000000000025,0.0,0.0,1.0,0.3,0.24632408274809608,0.2586603276201654,0.25976218958860936
2,-70.0,-90.0,28.000000000000256,0.0,0.0,1.0,0.24423268201755266,0.3,0.26177710584221103,0.2597109435414939
2,-70.0,-65.0,25.60000000000025,0.0,0.0,1.0,0.23090917503360017,0.3,0.24590569091480877,0.14297572827946567
2,-70.0,-82.5,23.50000000000024,0.0,0.0,1.0,0.2286714526865127,0.2287573068174127,0.2778340276730636,0.24164456420437855
3,-75.0,-85.0,27.70000000000026,0.0,0.0,1.0,0.3,0.29268549666743954,0.2851249092657247,0.26441065511011985
3,-55.0,-70.0,27.70000000000026,0.0,0.0,1.0,0.24368682408703962,0.3,0.11875070794510652,0.14714479606485864
3,-60.0,-67.5,25.60000000000025,0.0,0.0,1.0,0.3,0.3,0.3,0.09076428722185335
3,-67.5,-65.0,23.50000000000025,0.0,0.0,1.0,0.16988766019016874,0.26843720701200346,0.1847443737049778,0.10837385934606104
3,-70.0,-82.5,23.50000000000024,0.0,0.0,1.0,0.24767385047835747,0.3,0.19313582149404673,0.3
3,-50.0,-70.0,-90.0,0.0,0.0,0.0,0.22927771466982794,0.2568876481319991,0.12307579250607363,0.1369903133952242
3,-70.0,-90.0,25.60000000000025,0.0,0.0,1.0,0.3,0.3,0.3,0.28901269203003827
3,-75.0,-90.0,25.60000000000025,0.0,0.0,1.0,0.1578159900159627,0.3,0.3,0.16977370111876036
3,-75.0,-90.0,25.60000000000025,0.0,0.0,1.0,0.2276927912400773,0.3,0.2832643952107823,0.3
3,-80.0,-90.0,25.60000000000025,0.0,0.0,1.0,0.2506195091561441,0.2605309481214636,0.3,0.1986894507422653
4,-62.5,-70.0,21.40000000000024,0.0,0.0,1.0,0.25653719194834573,0.3,0.1451275206318476,0.1388056225825554
4,-60.0,-67.5,27.70000000000026,0.0,0.0,1.0,0.29958185811986926,0.23458216723292225,0.29701071339299645,0.12499326540042686
4,-65.0,-62.5,25.60000000000025,0.0,0.0,1.0,0.1496122039224763,0.28147408761777726,0.2059441084141683,0.09710766067590387
4,-70.0,-90.0,23.50000000000024,0.0,0.0,1.0,0.3,0.3,0.3,0.26694050494588073
4,-70.0,-90.0,25.60000000000025,0.0,0.0,1.0,0.3,0.252767891378269,0.3,0.3
4,-72.5,-82.5,25.60000000000025,0.0,0.0,1.0,0.16563541841263027,0.25793899524370484,0.24949467939291967,0.15431480286997062
4,-77.5,-80.0,29.80000000000026,0.0,0.0,1.0,0.19381525730176252,0.3,0.24939955177433387,0.18652605667201944
4,-75.0,-90.0,21.40000000000024,0.0,0.0,1.0,0.26759590770050345,0.24291580356929185,0.3,0.09926499330163611
4,-65.0,-57.5,-34.44999999999988,0.0,0.0,0.5,0.2543248448797601,0.3,0.17509738818038467,0.19326999562979763
4,-70.0,-85.0,25.60000000000025,0.0,0.0,1.0,0.26145663700257615,0.3,0.23511640686459975,0.20495100213143597
5,-62.5,-60.0,25.60000000000025,0.0,0.0,1.0,0.3,0.2787325760530347,0.3,0.1081016090787233
5,-62.5,-70.0,27.70000000000026,0.0,0.0,1.0,0.12194587730463613,0.3,0.1532854829463802,0.13190098049152635
5,-70.0,-75.0,23.50000000000024,0.0,0.0,1.0,0.3,0.3,0.2652666346756655,0.146084944265552
5,-72.5,-67.5,25.60000000000025,0.0,0.0,1.0,0.3,0.15912004341628472,0.3,0.11714778400316066
5,-67.5,-70.0,25.60000000000025,0.0,0.0,1.0,0.23178759616036737,0.1881355823531429,0.21845289376311738,0.1447959637368813
5,-70.0,-90.0,29.80000000000026,0.0,0.0,1.0,0.1971682192791269,0.3,0.25643049990127675,0.1360546256685473
5,-67.5,-90.0,25.60000000000025,0.0,0.0,1.0,0.21214080502353375,0.16810006128040342,0.23316355433679176,0.2714954429786366
5,-77.5,-87.5,21.40000000000024,0.0,0.0,1.0,0.27590639149606977,0.22109669485209332,0.2794642771032295,0.1422598932511531
5,-72.5,-70.0,-90.0,0.0,0.0,0.0,0.24346085544085608,0.2906788824159991,0.16735238655986434,0.2325912362142824
5,-17.5,-70.0,-90.0,0.25,0.0,0.0,0.22455379984138937,0.26792718431278156,0.3,0.08045216851582096
6,-35.0,-70.0,-90.0,0.0,0.0,0.0,0.23831591487773998,0.22941087117076678,0.3,0.0948149133803399
6,-67.5,-65.0,25.60000000000025,0.0,0.0,1.0,0.12123882120856516,0.3,0.11851724587671593,0.14165942661821204
6,-70.0,-85.0,25.60000000000025,0.0,0.0,1.0,0.21372912905672775,0.20146325017160985,0.2440521827968404,0.17471685016595925
6,-65.0,-67.5,25.60000000000025,0.0,0.0,1.0,0.21551874088931816,0.18578676352805662,0.24158677566389233,0.209082754839326
6,-77.5,-65.0,23.50000000000024,0.0,0.0,1.0,0.266886297606083,0.25670610860139587,0.3,0.17724871107494972
6,-70.0,-82.5,25.60000000000025,0.0,0.0,1.0,0.22707967375740631,0.23385644251754212,0.2658506123715712,0.17334299221712823
6,-77.5,-85.0,21.40000000000024,0.0,0.0,1.0,0.3,0.3,0.3,0.21637760213766397
6,-70.0,-67.5,23.50000000000024,0.0,0.0,1.0,0.21711213457926234,0.17633687644382065,0.2331159818449344,0.25713307317466055
6,-65.0,-70.0,27.70000000000026,0.0,0.0,1.0,0.248519547318771,0.18555274852690234,0.3,0.1603092527567372
6,-32.5,-70.0,-90.0,0.0,0.0,0.0,0.2948475090049899,0.2793696005004312,0.3,0.10492260808326359
7,-55.0,-67.5,27.70000000000026,0.0,0.0,1.0,0.13111584249730848,0.3,0.1762761430796052,0.15747836879712182
7,-75.0,-90.0,27.70000000000026,0.0,0.0,1.0,0.22065663019814089,0.2019938822075112,0.24754958316617767,0.21573262272469104
7,-67.5,-67.5,25.60000000000025,0.0,0.0,1.0,0.15845443236743614,0.264987834338445,0.2362612550918866,0.21438653514728892
7,-72.5,-70.0,29.80000000000026,0.0,0.0,1.0,0.10943112817819349,0.22037223627767488,0.11558414444895151,0.1616002224169541
7,-67.5,-70.0,23.50000000000024,0.0,0.0,1.0,0.19850783747636794,0.3,0.16978202367415499,0.1657561585118085
7,-75.0,-67.5,25.60000000000025,0.0,0.0,1.0,0.25167271455202467,0.24746710155799595,0.22793551491822214,0.21676261457451987
7,-55.0,-67.5,23.50000000000024,0.0,0.0,1.0,0.18357810455075968,0.17550527527633622,0.29680557706211075,0.1333258048610718
7,-20.0,-70.0,-90.0,0.0,0.0,0.0,0.17807026898577202,0.3,0.3,0.1312862168677693
7,-65.0,-67.5,25.60000000000025,0.0,0.0,1.0,0.09374491411170313,0.22512298883095472,0.11474039335431065,0.11049550335707385
7,-72.5,-72.5,23.50000000000025,0.0,0.0,1.0,0.20781902039785094,0.21363129647449106,0.2691054973819225,0.22452382584906483
8,-57.5,-67.5,23.50000000000025,0.0,0.0,1.0,0.14192335634929412,0.3,0.2253523314279845,0.19217061017269157
8,-62.5,-67.5,27.70000000000026,0.0,0.0,1.0,0.17047080614646412,0.2624297162398174,0.29867847945658454,0.21204943595772582
8,-70.0,-90.0,25.60000000000025,0.0,0.0,1.0,0.10960356522089233,0.3,0.1257550240808641,0.22337633492439915
8,-75.0,-65.0,25.60000000000025,0.0,0.0,1.0,0.17191242637020385,0.1438414182311025,0.23911222782669095,0.1231051763762954
8,-70.0,-72.5,23.200000000000248,0.0,0.0,1.0,0.10466637500975985,0.25199168160733315,0.08788080382673566,0.11944143877870662
8,-65.0,-70.0,-90.0,0.0,0.0,0.0,0.18029496649371005,0.18430974032371722,0.3,0.19064930379555742
8,-70.0,-65.0,23.50000000000024,0.0,0.0,1.0,0.07895703276213925,0.27943383477147404,0.13769144192122795,0.14142853026284746
8,-65.0,-70.0,25.60000000000025,0.0,0.0,1.0,0.15067808090669965,0.19096396134212004,0.15189023195320409,0.16190525987570786
8,-60.0,-67.5,25.60000000000025,0.0,0.0,1.0,0.1238193440377181,0.3,0.13058792042398207,0.14089655758539157
8,-70.0,-70.0,25.60000000000025,0.0,0.0,1.0,0.16785586352006046,0.20353840277860094,0.16041781001843236,0.14809221819408738
9,-62.5,-60.0,21.40000000000024,0.0,0.0,1.0,0.13755825911330696,0.3,0.21447836674003729,0.16363129802270054
9,-60.0,-70.0,27.70000000000026,0.0,0.0,1.0,0.12317966893414556,0.2656135329237425,0.13750423451378416,0.1052937814624371
9,-70.0,-67.5,25.60000000000025,0.0,0.0,1.0,0.09073447001329303,0.13180646377084376,0.20065252884808008,0.14765014630436996
9,-57.5,-62.5,29.80000000000026,0.0,0.0,1.0,0.13372153121086278,0.27355664414044367,0.16354615078348847,0.1572622627534399
9,-65.0,-67.5,25.60000000000025,0.0,0.0,1.0,0.1609980115986055,0.20893248964729538,0.21751211798575698,0.19055974961569394
9,-62.5,-70.0,23.50000000000024,0.0,0.0,1.0,0.12461348137506569,0.24039050097999737,0.11207923616455538,0.2105299721041998
9,-62.5,-70.0,25.60000000000025,0.0,0.0,1.0,0.15918435045573828,0.3,0.24884994099919688,0.18545530612627145
9,-62.5,-70.0,25.60000000000025,0.0,0.0,1.0,0.1367460502456215,0.15040131675143048,0.25994329863729393,0.11456369743451256
9,-72.5,-65.0,25.60000000000025,0.0,0.0,1.0,0.1811301572420669,0.3,0.2698855826686384,0.21882161153109206
9,-65.0,-70.0,25.60000000000025,0.0,0.0,1.0,0.16291028582717357,0.2614751900756193,0.2526587220914239,0.28355422301445776
