1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0 51.0 52.0 53.0 54.0 55.0 56.0 57.0 58.0 59.0 60.0 61.0 62.0 63.0 64.0 65.0 66.0 67.0 68.0 69.0 70.0 71.0 72.0 73.0 74.0 75.0 76.0 77.0 78.0 79.0 80.0 81.0 82.0 83.0 84.0 85.0 86.0 87.0 88.0 89.0 90.0 91.0 92.0 93.0 94.0 95.0 96.0 97.0 98.0 99.0 100.0
171.8 101.6 175.4 297.2 163.0 361.6 294.6 234.0 317.4 106.4 193.0 302.0 289.4 145.6 161.8 110.8 88.6 325.6 191.4 114.8 358.2 374.4 240.2 390.8 263.0 266.4 199.4 270.0 94.2 235.2 273.8 203.6 354.2 120.8 226.6 172.4 364.6 208.0 371.4 246.8 125.4 346.4 321.0 334.0 398.2 161.6 235.4 251.6 341.4 130.4 101.8 191.6 134.2 291.2 214.6 394.0 138.2 180.0 391.4 321.2 219.0 158.4 142.6 107.6 411.8 354.4 332.2 358.0 409.4 147.2 387.4 317.2 237.4 112.8 225.0 266.8 228.6 260.8 289.8 171.6 293.4 300.0 322.6 194.8 153.4 201.6 157.0 394.0 167.0 352.8 234.6 369.2 411.0 308.8 385.8 274.0 347.8 268.0 101.8 290.8
