max,mean,std_dev
93.60965087177826,20.981551724736942,36.62687884712014
92.91289246928255,18.65310335544011,35.274743025203314
92.07454706086824,16.941615652649144,32.92626993532
92.55982874727958,21.124842333777117,37.04736915291725
93.41833644349735,20.37352819935388,34.17035754693472
94.10889138314542,29.67539452236056,39.5602396120203
92.90200618758327,39.4216910358119,39.09928356773634
92.85313081588582,50.68666421682692,37.89933693441073
93.94094470078548,54.751947100215176,39.44191152328907
93.26956741322128,56.999289294865235,40.066049567926854
93.68157804100163,50.208324461299746,39.35988058673406
93.73109579777977,62.62896184038436,37.02269725828894
93.98480267679886,57.236581527369545,38.99303280878777
94.11639337829168,59.67093299024046,37.26583619640741
93.73740496697305,57.26940472510385,39.15930744651606
94.05173296930546,59.86410577819388,39.20417702854041
94.09740496697304,55.07722321803441,40.74756376527158
93.27193985886488,58.93843775954725,35.47769740873012
94.04814186652393,58.60245964866248,40.09961210551077
93.99173296930546,62.329376051837514,39.306814788418336
93.93679627126203,53.40041089079587,40.84555216023876
93.93679627126203,48.7608341015002,41.88883066774223
93.93679627126203,50.48299609189219,41.72472303706426
94.04835394814496,58.86184533741427,40.292858978451555
94.06041448585586,62.45939915222643,39.9948660069976
94.27825298494037,59.867692674892886,41.22252146285324
94.31599331292321,58.27251444096595,41.68092177508223
94.27825298494037,75.99316716457723,33.19069407273285
94.15010128507693,67.72343492248025,37.28520312481385
94.15870783429058,65.72882994495268,38.614425544478024
