generation,gain_enemy_1,gain_enemy_8,kill_enemy_1,kill_enemy_8,sigma_0,sigma_1,sigma_2,sigma_3
0,-100.0,-100.0,0.0,0.0,0.4202523159175553,0.27460377282677595,0.1088959417154497,0.387621132668864
0,-100.0,-100.0,0.0,0.0,0.013878076350887891,0.9212869834208881,0.2824068081067238,0.040398214207337135
0,-100.0,-100.0,0.0,0.0,0.582477373330009,0.3458791063878962,0.5231569055187815,0.48394634706148176
0,-100.0,-100.0,0.0,0.0,0.5835364630169192,0.8131101148032875,0.5294776585479549,0.605791417910461
0,-100.0,-100.0,0.0,0.0,0.5515674259917555,0.8286906700597989,0.7205442947438695,0.10467734708892451
0,-92.5,27.70000000000026,0.0,1.0,0.7917852867625691,0.7145334731887059,0.22349883850882835,0.6869095585886327
0,-100.0,-100.0,0.0,0.0,0.2859313195415878,0.7632480673132485,0.4989633702376829,0.39403782138906507
0,-100.0,-100.0,0.0,0.0,0.8040258680901813,0.2283282709277692,0.36817956998392065,0.7189591955449804
0,-100.0,-100.0,0.0,0.0,0.5536999637971888,0.40447471353311637,0.10128037694361147,0.15635020516667808
0,-100.0,-100.0,0.0,0.0,0.5740631087906618,0.5011157635347195,0.08091925457447535,0.8163236554454392
0,-100.0,-100.0,0.0,0.0,0.9582140230858369,0.660739559164554,0.7222813424214932,0.8649416991978351
0,-100.0,-90.0,0.0,0.0,0.32744050903922195,0.8409683472816444,0.6426364613170668,0.38135451111506
0,-100.0,-100.0,0.0,0.0,0.8524414422629406,0.13916901508751078,0.3652307039491153,0.8813960552883509
0,-100.0,-100.0,0.0,0.0,0.00032447752894670945,0.865676307322015,0.2132937002237062,0.5428443652531654
0,-100.0,-100.0,0.0,0.0,0.08457895075441557,0.8230821281029095,0.13483981959152036,0.5460694181124476
0,-75.0,-30.0,0.0,0.0,0.6058904240607631,0.1232444004692711,0.44959313141396673,0.724894340428583
0,-100.0,-100.0,0.0,0.0,0.23024198797282125,0.129321984628599,0.14216737896403753,0.9503099421245749
0,-100.0,-100.0,0.0,0.0,0.8651939821442124,0.2654127997546013,0.0891196327436452,0.49292690853858323
