max,mean,std_dev
22.365271011770364,-2.161276625880525,6.728853481167935
30.737309811095116,-2.256695126396971,6.843200002951216
30.737309811095116,-1.6939320857370368,7.382058817533369
31.38487948315874,-1.972694304539186,7.1491544441011845
30.969562078607566,-1.991892551746679,6.777825401230077
31.38487948315874,-2.064030865398173,6.905508548386641
21.956574883080755,-2.0594810187303167,5.927677239800143
31.41503252132943,-1.4740183823295203,7.752176857901391
30.976119479153724,0.29704533981989045,9.75127185568126
40.11719807741363,5.284574824118213,11.168008815081489
66.02364909070207,7.78930106465188,14.221794802326716
66.16811752271649,9.6276920228547,14.576424202160686
66.21925648420768,14.445195615647014,20.784332528836874
75.60183729848225,17.23601344509817,19.57886185020319
66.28626719449063,14.990487805193755,19.5197350164283
75.31302464366019,17.52513409435152,18.66305668219163
75.31302464366019,17.991113724061652,18.9440364809186
75.31302464366019,16.9731451247946,18.167308142948254
75.75297592783951,14.973499731436272,18.240747203946132
66.28297229859378,17.616230401191427,20.234430759130575
91.25379680945984,24.55607702961733,24.48926153592514
91.25379680945984,23.143316895651186,22.422605951112985
94.02326625757942,15.374788577930792,20.187253493629036
94.02326625757942,21.109516087452466,24.428535418888
94.02326625757942,20.45234940136207,22.613911310751718
94.02326625757942,23.34748044537424,26.337121866405496
94.02326625757942,26.355379837142,24.497359765229856
94.02326625757942,23.16279476081099,26.238349420368593
94.02326625757942,19.89246849629611,25.979424842735952
94.02326625757942,26.42205358137942,25.602747591592752
94.02326625757942,18.49621789747282,23.998990644202742
94.02326625757942,27.979004154962983,30.73800665046436
94.02326625757942,26.5258964176619,29.086500359919572
94.02326625757942,29.532815238538525,30.43296968592476
94.02326625757942,32.42508156065978,27.317624911626453
94.02326625757942,26.418211851320713,30.166317521362657
94.02326625757942,25.164024858473393,27.67891680193244
94.02326625757942,30.214353338682667,26.662223364936384
94.02326625757942,28.569442632826778,28.297729954838825
94.02326625757942,30.9932144205323,28.459544953245754
94.02326625757942,21.7996367150675,26.51086292316076
94.02326625757942,26.89237282775148,27.361312766742873
94.02326625757942,24.554969871831045,28.525737168698416
94.02326625757942,34.02299375278279,28.650872965921103
94.02326625757942,32.79966365146368,28.270005349163547
94.02326625757942,27.84084621367266,27.8271587198028
94.02326625757942,34.30424786229791,26.157443900536844
94.02326625757942,33.776587984965076,30.238054696587653
75.75297592783951,26.933369349936182,25.097089380788255
94.02326625757942,30.622687111488393,26.198002660597528
94.02326625757942,30.142244960747806,28.058521821050892
94.02326625757942,29.010051753063568,23.17297683474163
94.02326625757942,33.80505966913307,28.622632045542357
94.02326625757942,26.560347809692274,26.635531127803297
94.02326625757942,32.14442162378569,27.086626617350166
94.02326625757942,37.085803128656664,28.551355661631337
94.02326625757942,36.360455408072376,29.95473871365484
94.02326625757942,37.39655605161098,25.274620709166026
94.02326625757942,33.71651602358621,27.828398935887925
94.02326625757942,28.870264240930123,30.292907376744413
94.02326625757942,34.362220880915196,28.898119473779545
94.02326625757942,33.21854403375907,27.343696308265766
94.02326625757942,36.10851744852497,29.045088882526517
94.02326625757942,30.209285701251144,25.77500103230903
94.02326625757942,31.697629620451035,28.15800981751908
94.02326625757942,36.524355931377535,30.44433140579927
94.02326625757942,38.66892577107984,32.24396838812103
94.02326625757942,35.685804341744614,28.085355782716373
94.02326625757942,31.253053506734997,27.012517299030403
94.02326625757942,35.93099761315111,30.693805578350663
94.02326625757942,35.59662855855969,28.365715306694316
94.02326625757942,33.78982812661894,30.333732538624048
94.02326625757942,33.9651613574538,27.037713202398084
94.02326625757942,34.66984850351674,28.631607995630322
94.02326625757942,28.817585548495128,25.221803428702046
94.02326625757942,32.09528942780991,28.38052840350785
94.02326625757942,30.553865339394704,32.21487142547452
94.02326625757942,26.603255786159366,28.513868240706596
94.02326625757942,27.96167373699032,30.801176859127725
94.02326625757942,31.380968603814445,30.103357096464077
94.02326625757942,35.37269386451651,31.05006020394205
94.02326625757942,30.58982595391967,29.158116196296554
94.02326625757942,36.762295502802445,29.145550582740224
94.02326625757942,34.506553641480636,30.565312410469602
94.02326625757942,28.497722687373127,25.944054408320373
94.02326625757942,27.3685430122881,28.672042900234363
94.02326625757942,26.836169497220784,28.285511037672418
94.02326625757942,33.277126208471074,32.343884663192796
94.02326625757942,33.02446161072367,29.298307558064593
94.02326625757942,28.409612899645015,25.79440859490252
94.02326625757942,29.97061444972227,29.543343145537676
94.02326625757942,30.30908433517659,30.89697320578008
94.02326625757942,31.957003272714395,30.56029484118259
94.02326625757942,41.623124689519564,32.23184455600304
94.02326625757942,33.88454622745003,32.23743154831201
94.02326625757942,33.61086715890333,31.79632322394013
94.02326625757942,34.9228363854928,31.451334164576366
94.02326625757942,35.28687137972745,29.35669556148602
94.02326625757942,37.26080727937344,27.92734279916074
94.02326625757942,36.364756070859265,28.984909684156538
