,max_gain_enemy_1,std_max_gain_enemy_1,max_gain_enemy_5,std_max_gain_enemy_5,max_gain_enemy_8,std_max_gain_enemy_8
1,-19.0,0.0,81.34000000000017,4.465971338913833,43.690000000000296,7.405565474695388
2,-20.45,2.978674201721296,80.65000000000018,5.618095762800722,66.65500000000029,5.984999999999993
3,-11.65,7.1029923271815525,90.5500000000001,0.0,71.50000000000026,1.4210854715202004e-14
4,-6.55,8.085326214816568,87.01000000000013,0.3923009049186543,71.33500000000025,4.92742579852805
5,-2.65,11.851265755184127,89.38000000000008,5.658321305829092,71.02000000000028,3.4810343290464356
6,-3.15,14.649317390240407,85.13500000000015,1.1685568022137314,74.78500000000022,4.544999999999967
7,12.05,5.032146659230035,84.10000000000016,1.492481155659913,74.83000000000023,4.646999031633165
8,20.75,1.14564392373896,86.83000000000013,1.227436352728715,72.52000000000027,2.7583690833533927
9,19.8,9.3305948363435,86.57500000000013,2.0249999999999773,72.43000000000025,2.94076520654061
10,44.5,14.696938456699069,86.32000000000012,1.5086749152816068,71.62000000000026,1.605490579231143
11,60.0,0.0,88.0900000000001,0.993176721434795,68.99500000000027,3.678549306452181
12,39.8,15.101655538383863,87.02500000000012,0.8249999999999886,71.44000000000025,4.483570006144636
13,35.7,6.281719509815764,87.64000000000013,1.2318279100588574,73.06000000000026,4.8805122681947735
14,43.5,13.74772708486752,87.28000000000013,1.3227244611029032,72.44500000000025,4.909401694707796
15,30.05,4.535691788470641,88.9300000000001,0.514392845984459,80.20000000000019,0.0
16,30.6,3.6660605559646724,87.49000000000012,2.755431000769183,76.5700000000002,0.9899999999999908
17,21.0,9.16515138991168,88.57000000000009,2.4609144641778715,71.95000000000024,0.14999999999997016
18,70.0,24.49489742783178,88.31500000000011,1.6327966805453575,79.0000000000002,0.0
19,43.45,21.293719731413766,89.4250000000001,1.1249999999999858,76.97500000000022,0.3436931771216815
20,34.0,8.0,89.30500000000009,1.034999999999988,69.28000000000026,4.753272556881191
21,50.75,19.301878146957616,88.9900000000001,0.48000000000000115,72.40000000000025,4.821514284952361
22,64.7,9.399999999999999,86.81500000000013,0.47647140522804976,75.17500000000022,1.718465885608427
23,56.7,19.314761194485424,91.03000000000009,1.7451647486698652,72.32500000000024,4.478573991796913
24,63.6,5.083306010855534,88.87000000000009,1.7618456232031126,73.12000000000026,1.0998181667893911
25,90.0,0.0,89.8900000000001,0.07348469228349812,75.52000000000024,2.1599999999999797
26,42.8,23.650792798551173,89.8450000000001,0.5533760023709005,75.47500000000022,1.031079531365051
27,50.4,20.8,91.36000000000008,2.8303533348329357,72.35500000000027,1.3060340730624054
28,51.1,14.860686390607938,89.57500000000009,0.225,73.36000000000026,2.2957351763650573
29,43.0,21.438283513378586,88.78000000000011,1.0366291525902553,66.8500000000003,4.8674942218763695
30,61.8,5.3113086899558,89.5900000000001,1.8102209809854495,70.85500000000027,4.9368233713593455
31,72.0,27.49545416973504,88.87000000000009,1.310763136497187,72.25000000000026,0.0
32,59.25,31.76180882758411,89.75500000000008,1.3813851743811185,71.63500000000026,2.6549999999999727
33,60.1,13.657964709282272,90.70000000000009,0.8999999999999914,71.20000000000027,0.0
34,65.15,13.607075365411923,90.77500000000009,0.07500000000000284,72.65500000000027,0.7649999999999948
35,44.65,23.413724607588602,88.45000000000012,0.8848728722251459,72.70000000000024,2.5491174943497645
36,65.3,11.889491158161478,88.75000000000009,0.540832691319598,70.84000000000027,3.469639750752208
37,64.0,14.326548781894402,90.83500000000008,0.944999999999989,71.29000000000026,3.9380071102017813
38,67.75,12.371843031658623,88.94500000000012,1.6044391543464445,68.20000000000029,4.818713521262675
39,85.0,10.0,90.25000000000009,0.0,69.17500000000022,5.6249999999999964
40,51.5,21.14000946073582,91.01500000000007,2.456018118825647,73.60000000000025,0.0
41,71.75,12.406147669603163,89.17000000000012,1.435304845668679,65.8900000000003,5.884972387360868
42,66.7,23.22843085531177,90.4750000000001,1.1068536488623864,65.9950000000003,6.112219318709024
43,42.6,22.347035597591017,89.72500000000011,1.0045521390151841,70.87000000000026,8.623317227146389
44,68.3,12.114454176726246,90.25000000000009,1.04999999999999,64.45000000000032,2.25
45,60.8,21.446678064446253,91.48000000000009,0.8099999999999923,67.72000000000027,7.559999999999974
46,61.9,21.61342175593675,90.44500000000009,1.0284575829853135,64.87000000000032,3.6900000000000035
47,67.6,12.84678948220138,91.07500000000009,2.068967133620042,67.30000000000027,2.3999999999999715
48,82.5,15.0,90.70000000000007,1.0816653826391838,68.12500000000031,2.9249999999999687
49,70.9,13.92264342716569,93.85000000000004,0.0,74.78500000000022,5.214501414325221
50,68.7,12.570202862324855,90.2200000000001,1.7412926233117638,71.00500000000025,5.841166407490857
