generation,gain_enemy_5,gain_enemy_8,kill_enemy_5,kill_enemy_8,sigma_0,sigma_1,sigma_2,sigma_3
0,-67.94999999999973,-100.0,0.0,0.0,0.6579995545670775,0.3786968486064799,0.5575369229964438,0.40057243861666003
0,-100.0,-100.0,0.0,0.0,0.7489000887888485,0.991251317649126,0.01319959720486219,0.26235934113933235
0,-38.99999999999969,-100.0,0.0,0.0,0.2863966730641617,0.8834849197431284,0.2833815501246453,0.16844880298337206
0,80.20000000000019,-87.5,1.0,0.0,0.8948762434823316,0.41433377768391544,0.615190638540409,0.6461164112631806
0,-100.0,-100.0,0.0,0.0,0.8963722829962473,0.7820343225126407,0.8348866777927731,0.21618774375218774
0,-47.549999999999685,-100.0,0.0,0.0,0.6204632758124778,0.6871931484810322,0.8959415030193487,0.1714692973340044
0,-100.0,-100.0,0.0,0.0,0.9609841825063601,0.6588920034168739,0.5838598560619123,0.5883923737427944
0,-65.99999999999974,-100.0,0.0,0.0,0.3328865724338588,0.45659578810738255,0.9079501698611644,0.7994739692098685
0,49.45000000000031,-90.0,1.0,0.0,0.06857692645450297,0.6093978065255118,0.1967081868789543,0.26911732968414714
0,-47.69999999999969,-100.0,0.0,0.0,0.8494912503415046,0.5408844468583177,0.7519965313740979,0.6483778928530878
0,-85.0,23.50000000000024,0.0,1.0,0.43037245305689364,0.36383968220064167,0.18973591368477505,0.9564419788523084
0,-43.79999999999968,-100.0,0.0,0.0,0.972282056553398,0.11449022684063559,0.3340904081348163,0.3606640234626227
0,-100.0,-100.0,0.0,0.0,0.7456483747395977,0.2989910121072926,0.3371701342718203,0.08257236756746622
0,-53.2499999999997,-100.0,0.0,0.0,0.021971661496074324,0.8371598712444919,0.2822834174156581,0.92996252092452
0,-39.89999999999968,-100.0,0.0,0.0,0.3212353653958946,0.7439933854050359,0.7571322526264809,0.5466440741031394
0,-18.349999999999945,-90.0,0.25,0.0,0.525428828554018,0.049966286958307626,0.8809071991369659,0.6124703098329403
0,-100.0,-100.0,0.0,0.0,0.3191180634604611,0.41065196116818947,0.1926434984197426,0.9469777434012445
0,-77.54999999999976,-100.0,0.0,0.0,0.4471266040954608,0.6066338907659945,0.9012120211979906,0.8536533793584986
0,-50.3999999999997,-100.0,0.0,0.0,0.7185984467062786,0.6418048892268505,0.9165646364597784,0.19900750916670773
0,-46.19999999999968,-100.0,0.0,0.0,0.5109755649542913,0.4414589820978363,0.09511627278772417,0.7884554409019533
0,-30.999999999999943,25.300000000000253,0.0,1.0,0.6837245826965205,0.04557686426880603,0.44918051700842165,0.27581533878325304
0,-36.149999999999686,-100.0,0.0,0.0,0.6664198551661501,0.4879712959143381,0.4424835931966582,0.23788201205439063
0,-90.0,25.60000000000025,0.0,1.0,0.5579302582854029,0.41812398490682645,0.935047945457688,0.7031029868038244
0,-100.0,-100.0,0.0,0.0,0.3987051409126756,0.4876570787258028,0.7790144714159044,0.9765458410194858
0,17.950000000000195,-11.699999999999886,0.5,0.5,0.1968038494828661,0.006520662963765411,0.579069851460087,0.3229077271389994
0,-14.549999999999862,-100.0,0.0,0.0,0.8695431825477316,0.15465607967049133,0.621274984288531,0.6592007906993474
0,-34.349999999999696,-100.0,0.0,0.0,0.07800652777331896,0.15891100343234377,0.46147435637096634,0.10950436945420605
0,59.65000000000032,-90.0,1.0,0.0,0.5933229826382149,0.5849035406929991,0.44285218760899736,0.004785358316501509
0,-100.0,-100.0,0.0,0.0,0.3807448458388131,0.4519079815374869,0.7270347964386265,0.23872459160798276
0,-18.74999999999984,-100.0,0.0,0.0,0.3304091241236077,0.08638045690423579,0.2530840176931275,0.45144691920514535
0,-12.149999999999885,-100.0,0.0,0.0,0.593649947206582,0.8399292026234187,0.00935455904338578,0.9225202568507249
0,-43.799999999999685,-100.0,0.0,0.0,0.6418631665022031,0.743970543498105,0.8900350096436342,0.5189200446688719
0,-100.0,-100.0,0.0,0.0,0.19197361643483846,0.45697205196564217,0.15408108790313269,0.26357991057059804
0,80.20000000000019,-100.0,1.0,0.0,0.9450426067616484,0.5117373701805136,0.9818337068197796,0.5837878939042258
0,-52.7999999999997,-100.0,0.0,0.0,0.09546401178000086,0.6745494209420392,0.42030661093238963,0.19464995931846518
0,-1.5999999999997954,-100.0,0.0,0.0,0.3076561965895461,0.9040905967630339,0.5815497156007167,0.9761810434847351
0,-17.99999999999983,-100.0,0.0,0.0,0.3603489624077253,0.88557578245142,0.19266979438830945,0.12523701368558704
0,-66.29999999999973,-100.0,0.0,0.0,0.9487803675331592,0.04917132823293302,0.4202854954292309,0.3493105359564105
0,61.150000000000325,-20.0,1.0,0.0,0.3426563754566787,0.7557552791701753,0.3916297581448802,0.5016697201757503
0,-47.84999999999968,-100.0,0.0,0.0,0.37519297878947633,0.2683837626441705,0.701054602255334,0.41314396851516233
0,-36.599999999999696,-100.0,0.0,0.0,0.7503159354957982,0.014508282794494565,0.4141506052856513,0.18162332607724763
0,-37.699999999999775,-87.5,0.0,0.0,0.5426297778277809,0.9689893017242592,0.6722629593324209,0.3917745433920068
0,-85.0,27.70000000000026,0.0,1.0,0.7415039374483571,0.880714275994632,0.01939867537693385,0.021064125533069356
0,-77.5,25.60000000000025,0.0,1.0,0.0531748745224675,0.5009973240986378,0.7822172130320387,0.7674982277028992
0,-78.89999999999975,-100.0,0.0,0.0,0.6724252940925327,0.2329204864562291,0.6806962140174924,0.28514313491632926
0,-44.79999999999973,-100.0,0.0,0.0,0.8619221604635499,0.013289198159586846,0.26651406246828524,0.5846193634169257
0,-36.89999999999967,-100.0,0.0,0.0,0.06997169128056147,0.8635703368783997,0.8291051032601802,0.11001926737839385
0,-100.0,-100.0,0.0,0.0,0.0511521469245485,0.2347467327339463,0.4773957496706417,0.883614132811938
0,-46.94999999999969,-100.0,0.0,0.0,0.2931648814868104,0.5825003515815749,0.4696201055062932,0.8559978120176017
0,-100.0,-100.0,0.0,0.0,0.5671219933524038,0.2621423937714733,0.7063115076702413,0.7316862668159614
0,-77.5,-100.0,0.0,0.0,0.17386428720179314,0.13714973714619993,0.9120398028179403,0.01331752413143894
0,-100.0,-100.0,0.0,0.0,0.1311206348371683,0.44450931950293915,0.6146791697121056,0.6713941343997603
0,-65.09999999999974,-100.0,0.0,0.0,0.4797072518562535,0.9652353114915339,0.8230904649904766,0.8971564636245876
0,19.000000000000146,-90.0,0.75,0.0,0.717986290388815,0.11136807759776113,0.7389866929137819,0.7448292432194467
0,-92.5,-100.0,0.0,0.0,0.3508441612848171,0.7936908190457629,0.32163713085840473,0.5160911811413382
0,-22.3499999999998,-100.0,0.0,0.0,0.132763482437797,0.36049189900879475,0.4694112010320074,0.44268833842832933
0,-39.29999999999967,-100.0,0.0,0.0,0.7206146430931097,0.37005254768504103,0.42673521554814287,0.04572025146640235
0,-47.39999999999969,-100.0,0.0,0.0,0.8250696883417354,0.32611020813987235,0.6174558571356036,0.5221201536211827
0,-35.24999999999969,-100.0,0.0,0.0,0.04268596353078602,0.01832984296033635,0.9520528756799842,0.7763174907122882
0,-12.74999999999988,-100.0,0.0,0.0,0.7415445236373711,0.5361781798146817,0.6390219025376862,0.7827107730189111
0,-17.099999999999838,-100.0,0.0,0.0,0.4189016623455043,0.8351776805115773,0.5834073537328547,0.8092765799997786
0,-91.79999999999993,-100.0,0.0,0.0,0.8042719877701686,0.5193287008495814,0.34052777592333194,0.1900064113677138
0,-100.0,-100.0,0.0,0.0,0.6029919973140699,0.6196876805227878,0.7009701341144764,0.40722653955377974
0,-100.0,-100.0,0.0,0.0,0.13373074869616752,0.38963265109740286,0.15497686372610664,0.798545016821579
0,-100.0,-100.0,0.0,0.0,0.8738818580896417,0.8981878614586203,0.0037485982791929384,0.0518515739264358
0,-23.39999999999978,-100.0,0.0,0.0,0.9529160875000068,0.6844975973202285,0.22843000469471475,0.7305323313297216
0,-100.0,-100.0,0.0,0.0,0.0181570243392587,0.5587431318309294,0.3531940525412266,0.2766926208283701
0,-45.14999999999968,-100.0,0.0,0.0,0.5532225480408433,0.3609994361019486,0.05388551813227749,0.44911866918432775
0,-100.0,-100.0,0.0,0.0,0.6817549835895862,0.3989514791371733,0.8344618345534967,0.1471156381162837
0,-37.94999999999968,-100.0,0.0,0.0,0.4080313455076968,0.25508360229406835,0.4124542449571096,0.5622219795771144
0,-100.0,-100.0,0.0,0.0,0.47145332631043657,0.47558667096104357,0.00890286273446006,0.9242700461184857
0,-74.99999999999976,-100.0,0.0,0.0,0.47479773101819844,0.7144672189682305,0.09708683754174496,0.12641150665292955
0,-58.34999999999971,-100.0,0.0,0.0,0.11438293727514104,0.7330217878652034,0.027037047358613897,0.6422788210155177
0,-35.84999999999968,-100.0,0.0,0.0,0.5587382975267536,0.7351859738718014,0.6314507470697039,0.6299899854373916
0,-12.74999999999988,-100.0,0.0,0.0,0.25442182299620153,0.7217683812615955,0.3895534483225265,0.40504702462676534
0,-16.94999999999984,-100.0,0.0,0.0,0.058840055081441967,0.7356142207292327,0.0518403403836758,0.5828005177445114
0,-51.4499999999997,-100.0,0.0,0.0,0.9752989921714643,0.5108330594658129,0.38799934464517793,0.45775308511144097
0,-61.349999999999724,-100.0,0.0,0.0,0.34074629542860013,0.1682665764855219,0.8779273336150893,0.6473334794198218
1,-100.0,-100.0,0.0,0.0,0.07965982540811571,0.6945135334387625,0.5116009465274117,0.16416505420890673
1,-90.0,23.50000000000024,0.0,1.0,0.10814448075360997,0.645669894900158,0.47784285902076007,0.5864527644178854
1,-100.0,-100.0,0.0,0.0,0.2390193779266591,0.3058355355653391,0.23212622186038795,0.4255900539946597
1,-9.749999999999908,-100.0,0.0,0.0,0.04563979703346314,0.5428578508943747,0.7247456345692895,0.6006590323724253
1,-31.349999999999703,-100.0,0.0,0.0,0.014135059629740402,0.9407314900256265,0.9725282920168685,0.12763608885797162
1,-41.69999999999968,-100.0,0.0,0.0,0.4936123459335006,0.9389531680143984,0.21112407744264508,0.09550253913738571
1,-33.89999999999972,-100.0,0.0,0.0,0.683196192387329,0.2514075797482468,0.8486932065392092,0.39501627088305646
1,-45.54999999999976,25.300000000000253,0.0,1.0,0.18870133335650685,0.34950156752793693,0.8136133402391137,0.7035248171481694
1,85.15000000000015,-87.5,1.0,0.0,0.10627446624435424,0.011560624456711457,0.6720597354780345,0.1975127738390361
1,-34.64999999999968,-100.0,0.0,0.0,1.0,0.49861198003394097,0.864018701258642,0.2899950689734298
1,-41.99999999999967,-100.0,0.0,0.0,0.62798998735557,0.10458234323109526,0.5004004291159344,0.3247653785874439
1,-48.149999999999686,-100.0,0.0,0.0,0.24727226799947852,0.26841262051750564,0.21935863372699668,0.5373208595733778
1,-60.79999999999997,-90.0,0.0,0.0,0.17174233365847605,0.9017677502550304,0.8418768386080608,0.7837190711276459
1,-48.59999999999969,-100.0,0.0,0.0,0.00976763578414963,1.0,0.6363860792963777,0.0260357299005968
1,19.200000000000205,-90.0,0.75,0.0,0.766466284183649,0.32254103163494235,0.7234121324457845,0.7314954665216643
1,-8.849999999999916,-100.0,0.0,0.0,0.131017152932519,0.6606619490724783,0.12287717824656334,0.2832449534990971
1,-86.29999999999994,-100.0,0.0,0.0,0.9650560654827494,0.5641070064152599,1.0,0.161455388968728
1,52.30000000000031,-25.0,1.0,0.0,0.6120404445807344,0.3028392103057232,0.5583268750344171,0.5476895301852784
1,-36.59999999999968,-100.0,0.0,0.0,0.21837624894874177,1.0,0.24480635279052426,0.15049476373543136
1,80.65000000000018,-82.5,1.0,0.0,0.9202086184168583,0.4583903299297124,0.47102759386429743,0.610690294898875
1,-98.24999999999994,-100.0,0.0,0.0,0.7836104921856255,0.6061003186054938,1.0,0.14457032210161355
1,-49.79999999999969,-100.0,0.0,0.0,0.33971134823481536,0.49601830943138053,0.8260589709487546,1.0
1,52.450000000000315,-90.0,1.0,0.0,0.07094672233249776,0.5233574868323374,0.1517517555517381,0.26647649873205165
1,-35.549999999999685,-100.0,0.0,0.0,0.9582532052701315,0.6054125378830307,0.7547756299825942,0.7363518432242386
1,-85.0,25.60000000000025,0.0,1.0,0.4654171564189281,0.4191712683057326,0.16625396119570882,1.0
1,-46.49999999999968,-100.0,0.0,0.0,1.0,0.12357790326414744,0.26186216255324474,0.44890163925372356
1,-67.14999999999978,-100.0,0.0,0.0,0.01664824269248738,0.5794105589873338,0.2621575342132768,0.9861956467376802
1,-30.59999999999971,-100.0,0.0,0.0,0.34189141306369153,0.491855165090465,0.6683750670640789,0.4315352573933986
1,-100.0,-100.0,0.0,0.0,0.4156826886033818,0.043252649061937626,0.8265857135698418,0.5581005102849693
1,-100.0,-100.0,0.0,0.0,0.38952050524329723,0.6750109944789021,1.0,0.8105273961390793
1,-49.94999999999969,-100.0,0.0,0.0,0.7861206535793489,0.8017654051932772,1.0,0.19200349917144888
1,-50.54999999999969,-100.0,0.0,0.0,0.516691276590256,0.48402866947434636,0.09249697031372037,0.778857566341859
1,-25.899999999999903,-85.0,0.0,0.0,0.728797191758606,0.04617308909945104,0.49400884029213576,0.2999241015154118
1,-34.64999999999969,-100.0,0.0,0.0,0.5076634323967655,0.420635190938386,0.4954002177499828,0.254463726194417
1,-85.0,23.50000000000025,0.0,1.0,0.4628254444078889,0.4603876532134404,0.9648202893839237,0.7770173075100119
1,20.000000000000192,2.0000000000001705,0.5,0.75,0.20349460808160427,0.007289103046955335,0.6087032584591185,0.2915384472161139
1,-11.399999999999892,-95.99999999999977,0.0,0.0,0.8386129079569592,0.11259399301770538,0.68842557859756,0.6992348282662547
1,-41.849999999999675,-100.0,0.0,0.0,0.09146829323292945,0.19232898428415796,0.4690845244957018,0.09935606175491227
1,50.80000000000031,-30.0,1.0,0.0,0.6283569755339024,0.7619969436115079,0.4997580267684104,0.0056107567319396735
1,-49.79999999999969,-100.0,0.0,0.0,0.32534941719420146,0.07456946163875615,0.20248464649475847,0.531470604582011
1,-39.29999999999977,-85.0,0.0,0.0,0.5067189034978268,0.9019493076764971,0.010065115232015448,0.8241160506207665
1,-100.0,-100.0,0.0,0.0,0.5329672801419486,0.6310456007816327,0.7739175437557388,0.4404359661860759
1,47.55000000000012,-95.0,0.75,0.0,0.7036922402979523,0.6549950182489997,0.9546115551210868,0.7761917575146501
1,-57.149999999999714,-100.0,0.0,0.0,0.09400607914484385,0.6680210689501589,0.46733192031222326,0.20968766206949932
1,-19.799999999999812,-100.0,0.0,0.0,0.26200039424726757,0.7895726937210532,0.43911759058204386,0.8191525767884983
1,-13.949999999999868,-100.0,0.0,0.0,0.34276218982330603,0.8815532674970314,0.17368467656012523,0.13520515622518897
1,-59.09999999999972,-100.0,0.0,0.0,0.9093985063878408,0.04946791613777775,0.4113624372216932,0.2978252068707887
1,50.95000000000031,-25.0,1.0,0.0,0.36720970447591883,0.6985100034816438,0.29480992875882694,0.5570152776464632
1,-41.9999999999997,-100.0,0.0,0.0,0.38836835439099254,0.235198100232713,0.6643913811409483,0.3381044424570811
1,-37.79999999999967,-100.0,0.0,0.0,0.6355477472864874,0.016700272578790077,0.4609054608546888,0.14133685112839034
1,-67.24999999999997,27.70000000000026,0.0,1.0,0.6044280417345768,0.9563145530664339,0.9227930319227553,0.48415200945364245
1,-82.5,25.60000000000025,0.0,1.0,0.7221933009990907,0.639008819441926,0.018506901815560483,0.02251142776100842
1,-67.5,27.70000000000026,0.0,1.0,0.06971186691442623,0.4397569273414735,0.9496304773057463,0.7268187992337284
1,25.15000000000025,-90.0,1.0,0.0,0.5697199092637114,0.15723279834898737,0.6516674576675385,0.24569286153072648
1,-47.69999999999968,-100.0,0.0,0.0,0.7506012091233427,0.01510714020269673,0.3749373323211797,0.6222936663564859
1,-48.59999999999969,-100.0,0.0,0.0,0.08576941705470514,0.5776614939831085,0.8256967278783387,0.10317218851682296
1,-73.79999999999974,-100.0,0.0,0.0,0.3076503042006496,0.5978377176610641,0.515919323456796,0.9213058728324321
1,-80.0,-100.0,0.0,0.0,0.20146642212246046,0.1499768756626473,1.0,0.011192254844886741
1,-15.449999999999854,-100.0,0.0,0.0,0.5453146323453584,0.9584896038640397,0.955140705812841,0.918517021243314
1,33.25000000000027,-90.0,1.0,0.0,0.6865609125106774,0.11561084009388728,0.9703769845399722,0.8912657332724965
1,-100.0,-100.0,0.0,0.0,0.27124134926028803,0.7979246676060313,0.2949983928646216,0.46964734450811585
1,-49.549999999999905,-85.0,0.0,0.0,0.12168880053362427,0.3178409509569544,0.6142555804317216,0.5163909005036769
1,-51.7499999999997,-100.0,0.0,0.0,0.6699154070091303,0.3832947313350177,0.43804121217994485,0.046492298782656025
1,-45.74999999999968,-100.0,0.0,0.0,0.7093122340808155,0.23306130633445002,0.7221512598579336,0.45121410373625753
1,-100.0,-100.0,0.0,0.0,0.04149874587613994,0.01784340108647945,1.0,0.8682360278987509
1,-18.449999999999825,-100.0,0.0,0.0,0.6963124824641433,0.5920234682817436,0.640671039211868,0.6621637512045411
1,-13.499999999999872,-100.0,0.0,0.0,0.35541908621220525,0.7818419389520768,0.704908456747791,0.9583561688627001
1,-81.74999999999976,-100.0,0.0,0.0,0.5348320840695302,0.46639425830242387,0.3478917494779509,0.15297160960516276
1,-21.1499999999998,-100.0,0.0,0.0,0.8640054905313138,0.7448907748148639,0.23997860361979156,0.8272583258213875
1,-46.34999999999968,-100.0,0.0,0.0,0.4919363832946821,0.3838012766000464,0.051665857024474064,0.34865840857547437
1,-31.199999999999743,-100.0,0.0,0.0,0.45339393817050666,0.24848997908563833,0.2898724265013746,0.6585099364019719
1,-55.6499999999997,-100.0,0.0,0.0,0.5103240294041195,0.967113478797567,0.07829066467563957,0.11557758806751021
1,-100.0,-100.0,0.0,0.0,0.09903600993635035,0.6938297256542767,0.0268314320079494,0.7835558875883721
1,-100.0,-100.0,0.0,0.0,0.6458068574143769,0.6392924525543766,0.7403247649692812,0.6853093231157893
1,-14.549999999999862,-100.0,0.0,0.0,0.25565011605285065,0.7311732706408519,0.4160142542028842,0.33672649241598307
1,78.55000000000021,-82.5,1.0,0.0,0.07970555479316786,0.7042748670568302,0.059395886050745604,0.7425704440869177
1,-64.59999999999994,-100.0,0.25,0.0,1.0,0.6601679941398428,0.4083049176062241,0.29784761902752777
1,-45.299999999999685,-100.0,0.0,0.0,0.3407228045419383,0.12051564399646032,0.859276222160748,0.6423898573244768
1,-79.69999999999995,27.400000000000254,0.0,1.0,0.6733022923463644,0.21287967077395578,0.6217703325073826,0.5211469866024127
1,-54.74999999999998,-37.5,0.0,0.0,1.0,0.41226208118935986,0.8112913907003022,0.5092592667786361
1,53.200000000000315,-90.0,1.0,0.0,0.29179308183081426,0.4409203057990384,0.6624849904480639,0.5487052331750601
1,-16.249999999999936,-90.0,0.25,0.0,0.24928863106683222,0.3661133973449557,0.6767315286954959,0.6650385730898707
1,-55.049999999999706,-100.0,0.0,0.0,0.5778095790055339,0.53939773411834,0.5497183386934649,0.7497294673721155
1,-38.79999999999994,38.05000000000028,0.0,1.0,0.5116009046535813,0.7248920788571248,0.5495680975105955,0.5921993608156331
1,-75.0,-60.0,0.0,0.0,0.11389980269380984,0.011461146925981578,1.0,0.2604475350082817
1,-16.199999999999942,-90.0,0.25,0.0,0.540854095513144,0.15783268850385926,0.8834019234955426,0.59614242209149
1,-5.8499999999998025,-80.0,0.0,0.0,0.37691146090596794,0.4890810749818588,0.48750590642072267,0.6055708103613554
1,-58.749999999999964,30.700000000000262,0.0,1.0,0.490557459829888,0.5090590216273118,0.7583215828675058,0.7814720173796922
1,-85.0,-70.0,0.0,0.0,0.34656299780283273,0.16666581283782617,0.6256336168275495,0.2503153137558477
1,-60.199999999999974,23.50000000000024,0.0,1.0,0.5073003267804849,0.2598913016042058,0.38286922967035114,0.18738807305832372
1,4.450000000000145,-90.0,0.5,0.0,0.7060217455215063,0.21295974037849638,0.678848516974619,0.6860755258156273
1,-58.79999999999994,-70.0,0.0,0.0,0.9634587331841429,0.25594868145857436,0.7704810979499553,0.44190797090633577
1,-48.749999999999694,-100.0,0.0,0.0,0.4589948972393889,0.5070195989012195,0.4042494251220081,0.42548506807044156
1,12.950000000000196,-90.0,0.75,0.0,0.5206544267561818,0.9556002979795827,0.4882786201031436,0.4844491296304592
1,7.550000000000271,-100.0,0.5,0.0,0.1679353683871284,0.8905586943836917,0.2031035579135494,0.30973999698243504
1,-16.79999999999984,-100.0,0.0,0.0,0.4411891270725891,0.5643216612658115,0.45491940012649096,0.4769994925214701
1,-45.399999999999764,26.650000000000254,0.0,1.0,0.4089165731887752,0.5495164456102735,0.30272270275093394,0.6248131293085176
1,-61.399999999999935,-87.5,0.25,0.0,0.7489820560546009,0.13435319710957974,0.6853787273540128,0.5994843255732809
1,-100.0,-100.0,0.0,0.0,0.343068933951035,0.029912561108408908,0.7956315762935448,0.36445680455982254
1,-100.0,-100.0,0.0,0.0,0.4168319965730259,0.49542894079170885,0.647369078596188,0.6426327700235336
2,59.50000000000033,-85.0,1.0,0.0,0.08376948453863876,0.008789208447282685,0.7198946038618277,0.1866216957979396
2,53.50000000000031,-55.0,1.0,0.0,0.609299788803481,0.24194198597504826,0.62980398477936,0.6341786490346097
2,84.10000000000015,-85.0,1.0,0.0,0.8653417229813307,0.3681219385495622,0.47100584533714995,0.6675344716627838
2,35.80000000000028,-40.0,1.0,0.0,0.19379432698114765,0.006395642710015533,0.5812388755407655,0.2566252712665209
2,52.450000000000315,-30.0,1.0,0.0,0.6605505132866741,0.5884929570297869,0.5779410670487387,0.004229337232776828
2,-48.74999999999969,-100.0,0.0,0.0,0.30779831695198073,0.7472603682395965,0.2878252253320453,0.6429122066883304
2,80.3500000000002,-85.0,1.0,0.0,0.09138306083178066,0.8541340031424071,0.05635850009130182,0.8685885661040557
2,-46.94999999999969,-90.0,0.0,0.0,0.6039461839675777,0.7253879202005172,0.5609246593190241,0.41293897139014496
2,-5.949999999999866,-90.0,0.5,0.0,0.5310619808383759,0.22615828000688507,0.7874528608893404,0.7599173120506341
2,-16.94999999999984,-100.0,0.0,0.0,0.9524527268240551,0.278228946781575,0.7427078290777587,0.4563629429513407
2,3.100000000000187,-90.0,0.75,0.0,0.5671682035367394,0.5581013131382929,0.25943400454958365,0.6308447721616343
2,50.65000000000031,-90.0,1.0,0.0,0.07547571764785233,0.49171181596579067,0.8591460583401443,0.6211764698845558
2,-87.5,29.80000000000026,0.0,1.0,0.4544562751103844,0.4384687491196757,0.3628512766224067,0.23895630216311228
2,-67.39999999999993,-87.5,0.25,0.0,0.4879812773899792,0.4693776925227117,0.5578861783730215,0.5941398026228136
2,4.400000000000148,26.650000000000254,0.0,1.0,0.12028623755315315,0.5775144635085815,1.0,0.7438411366902095
2,-45.899999999999686,-100.0,0.0,0.0,0.6886427897339935,0.9953111222779321,0.4675790906494257,0.23492367611946147
2,-82.5,25.60000000000025,0.0,1.0,0.7981501092531134,0.5200854106899256,0.09878461950314818,0.06862136922102795
2,66.5500000000003,-75.0,1.0,0.0,0.6276320961969839,0.6736269095873633,0.5090509486232587,0.005969150496879034
2,-87.5,27.70000000000026,0.0,1.0,0.3419091607925528,0.7970445177531034,0.8447780461282925,0.6544420773620439
2,17.000000000000206,-90.0,0.75,0.0,0.46777407784847375,0.36575965163655316,0.8368248673790251,0.617996284366378
2,-87.5,23.50000000000024,0.0,1.0,0.7331833768720946,0.9452685221506764,0.21656176715877765,0.26805641069997194
2,-67.34999999999974,-100.0,0.0,0.0,0.5953342763117784,1.0,0.5587755892531158,1.0
2,81.85000000000016,-87.5,1.0,0.0,0.3528701379064357,0.5307733293083859,0.30214728710009436,0.5679578877474015
2,-100.0,-100.0,0.0,0.0,0.2260640131253135,0.09138395897153025,0.646024600776755,0.42029873774418464
2,-19.499999999999815,-100.0,0.0,0.0,1.0,0.6757030532087888,0.3912698610966601,0.26503376810032864
2,69.10000000000029,-87.5,1.0,0.0,0.17708909767350023,0.1340415804962951,0.723909065069188,0.3185281822297077
2,15.700000000000209,-82.5,0.75,0.0,0.6687457188661244,0.2500771060488424,0.5538518341277522,0.9325479487631332
2,-32.99999999999969,25.300000000000253,0.0,1.0,0.3026131322447213,0.410900834923347,0.4401291690534088,0.608430412694638
2,-90.0,-90.0,0.0,0.0,0.5216583285245446,0.24319889627885743,0.6257547365677133,0.49595801340618806
2,-25.299999999999866,25.300000000000253,0.0,1.0,0.3965875219995868,0.33131312179211253,0.6775096180889293,0.3558602601642043
2,-47.09999999999968,-100.0,0.0,0.0,0.5324829911149387,0.2824085538310023,0.6121583222168451,0.5617086883068773
2,72.10000000000022,-82.5,1.0,0.0,0.4861740793059918,0.32628716190695517,0.46198687138566574,0.5135316890778796
2,48.5500000000003,-90.0,1.0,0.0,0.2962064252823685,0.5027919061772995,0.6875999290537613,0.301105036162429
2,12.350000000000163,-87.5,0.75,0.0,0.3147047365807406,0.37831221967602396,0.266264040071698,0.5371202164164318
2,50.65000000000031,-30.0,1.0,0.0,0.4284953020877146,0.3806377044590981,0.496938780157679,0.07475973756087671
2,-19.499999999999815,-100.0,0.0,0.0,0.6368422656046063,0.24133862369398132,0.5913259395063186,0.4664746714819365
