fitness,p_health,e_health,time
90.99750719048565,71.20000000000027,0.0,456
65.84514190598358,0.0,20.0,471
90.99750719048565,71.20000000000027,0.0,456
88.59750719048564,47.2000000000003,0.0,456
65.84514190598358,0.0,20.0,471
