generation,max_fitness,mean_fitness,stdev_fitness
0,66.20090734553948,3.5329879977524934,19.305976790557196
1,66.20090734553948,0.9516307725941572,12.94028977446028
2,66.20090734553948,0.9516307725941562,12.940289774460279
3,66.20090734553948,0.9516307725941562,12.940289774460279
4,66.20090734553948,0.9516307725941562,12.940289774460279
5,66.20090734553948,0.9516307725941562,12.940289774460279
6,66.20090734553948,0.9516307725941562,12.940289774460279
7,66.20090734553948,0.9516307725941562,12.940289774460279
8,66.20090734553948,0.9516307725941562,12.940289774460279
9,66.20090734553948,0.9516307725941562,12.940289774460279
