max,mean,std_dev
48.32324619773172,-0.2908802283226987,10.10800574036024
57.80704314910979,-0.9464935425075985,9.58779074932478
57.2731522524128,-0.6699925802614684,10.156531184672032
57.2731522524128,-0.5872859272869018,9.680640604567357
48.32324619773172,-0.7613872995215718,9.447011890468216
57.752975927839515,0.22434904838176833,10.938743810372461
48.041575306970216,-0.343779332845117,10.15555330631229
57.20090734553948,1.1374100954731108,11.33994046766556
75.15356122494228,5.0082062516531405,14.857767719404068
75.15356122494228,7.441423663621048,16.81928718666414
75.73730981109512,10.410190456758036,16.804559748886206
57.26665872310225,14.3641950358498,18.107416306894404
57.26665872310225,13.17808615490793,16.3767778001634
75.16226955283406,14.645740508515283,21.124011941432812
75.29955642660931,12.027656972851416,17.612142662943036
75.29955642660931,19.004235398202724,21.059017583365346
66.23794861721983,14.978782230392245,20.029109153398046
66.73214184093668,14.713756566849963,19.527537603118212
66.70168263345197,17.102785335416012,20.313685044074326
66.26665872310225,13.352075266828413,17.6904447670235
75.28626719449063,15.622537388928535,19.499349852433
75.28626719449063,13.505388238619156,17.35761117507224
66.71173296930546,16.756907213724393,18.55743638945737
57.27968822339259,13.122318921943371,16.37335271756893
66.26665872310225,14.548575089930363,18.32302825965157
75.71679627126201,11.691213489044975,16.315491459798455
57.706695175275506,13.393455727568812,16.993790930787952
75.71679627126201,20.425790139509676,21.454028737275557
75.88200618758324,18.88698283083167,21.031643561171773
87.76889138314542,20.032847257343505,22.855023709122502
84.49955642660932,19.855858212234534,21.707510031228132
94.02326625757942,23.770586528856466,24.678330261743053
94.02326625757942,24.66989967781074,25.243409906809656
94.02326625757942,25.298956471633087,25.71873834620476
94.02326625757942,27.61294141632527,27.31080535521083
94.02326625757942,29.4794270536534,26.785340468799124
94.02326625757942,25.93669719495304,24.796301094328932
94.02326625757942,22.66572045635386,23.336173710634817
94.02326625757942,23.388600300955606,24.241055202661634
94.02326625757942,27.98875407367254,24.74898317772248
94.02326625757942,24.24969963010702,25.913408557961006
94.02326625757942,24.369145568386507,23.182550076338188
94.02326625757942,24.915516171545715,26.732523812027846
94.02326625757942,28.630089112205383,28.58793997195583
94.02326625757942,19.75220830270149,26.504949867512746
94.02326625757942,18.038327350786787,23.75696284369604
94.02326625757942,24.226669006903784,27.104406418236795
94.02326625757942,26.43984303750136,28.081921971619536
94.02326625757942,23.700638409226418,28.979812130016317
94.02326625757942,27.3054299349009,29.6343546776256
94.02326625757942,25.89100245898481,27.411914299058353
94.02326625757942,22.052693658793288,26.21273635703296
94.02326625757942,21.329190575768177,24.44270278020581
94.02326625757942,23.94251588956563,28.491989577598172
94.02326625757942,15.828619810760602,21.8448688513663
94.02326625757942,20.704515249236113,25.280263315736004
94.02326625757942,27.083614429965206,30.38482196203755
67.16371809304852,20.56284978001418,23.835295569266552
94.02326625757942,25.8298798897044,27.183739951281893
94.02326625757942,31.5567531423737,29.17151977690599
94.02326625757942,24.992921469869447,25.955352864809335
94.02326625757942,22.365812203313745,27.718341826976356
94.02326625757942,18.74616181983435,25.919992910212645
94.02326625757942,22.129090055019347,27.678290578642404
94.02326625757942,22.190616712280654,26.735748544696538
94.02326625757942,30.325396869402553,26.331977498847223
94.02326625757942,28.219858898218877,28.262720446651958
94.02326625757942,25.414361286654707,27.9882001006614
94.02326625757942,23.97087017405223,25.78354660219361
94.02326625757942,28.363650123990514,28.187602332406627
94.02326625757942,24.543593460431566,25.87492378763492
94.02326625757942,25.285916219316924,28.602863003693997
94.02326625757942,24.928683886824537,27.906602685305934
94.02326625757942,24.641207452893767,28.35988289747774
94.02326625757942,21.321939677364682,27.625151123421595
94.02326625757942,30.297693163985322,31.631077340799887
94.02326625757942,30.062905912381,27.85473330976693
94.02326625757942,31.407056608712992,29.937608159534932
94.02326625757942,31.75557947953528,30.712449719177336
94.02326625757942,29.364644735798038,29.905975116271946
94.02326625757942,35.29826750938296,28.86340168946732
94.02326625757942,25.983630903676534,26.522167151492567
94.02326625757942,27.845531537066428,30.065120432412243
94.02326625757942,34.2610326780172,29.65764097956345
94.02326625757942,29.710884950309946,27.64452257536636
94.02326625757942,27.797627564991622,28.436021368332618
94.02326625757942,24.62027872943323,24.92765690368126
94.02326625757942,21.51666187458281,25.15847178526337
94.02326625757942,24.418726701003976,28.261613605987925
94.02326625757942,22.648078630600697,27.855182490444587
94.02326625757942,17.420613915723678,24.627581565673648
94.02326625757942,20.759928710215554,26.868371936424243
94.02326625757942,24.225273320177788,26.99226273620344
94.02326625757942,28.993221424540106,29.49818028210947
94.02326625757942,33.29222779903045,27.96474227069785
94.02326625757942,26.602858666959648,29.835959355344713
94.02326625757942,28.319372758135113,28.220782630876222
94.02326625757942,27.630544306970474,26.088777437419626
94.02326625757942,32.799717198367006,29.033388567113885
94.02326625757942,32.211754657068795,30.944155793346354
