generation,fitness,p_health,e_health,time
1,-4.672828834461906,0,100.0,107
1,-4.882801922586371,0,100.0,132
1,-5.777652323222656,0,100.0,323
1,-5.983936280687191,0,100.0,397
1,4.044172942398739,0,90.0,142
1,-5.84354441703136,0,100.0,345
1,-5.3981627015177525,0,100.0,221
1,-5.298317366548036,0,100.0,200
1,-4.867534450455582,0,100.0,130
1,-4.997212273764115,0,100.0,148
1,3.768891383145413,0,90.0,187
1,-5.730099782973574,0,100.0,308
1,-5.075173815233827,0,100.0,160
1,-5.272999558563747,0,100.0,195
1,-4.983606621708336,0,100.0,146
1,-4.61512051684126,0,100.0,101
1,-5.730099782973574,0,100.0,308
1,-5.075173815233827,0,100.0,160
1,-4.882801922586371,0,100.0,132
1,-4.736198448394496,0,100.0,114
1,-5.262690188904886,0,100.0,193
1,-5.8888779583328805,0,100.0,361
1,-4.882801922586371,0,100.0,132
1,-4.976733742420574,0,100.0,145
1,-4.532599493153256,0,100.0,93
1,-5.087596335232384,0,100.0,162
1,-5.147494476813453,0,100.0,172
1,-4.890349128221754,0,100.0,133
1,-4.882801922586371,0,100.0,132
1,3.263427702520808,0,90.0,310
1,-5.3981627015177525,0,100.0,221
1,12.323246197731718,0,80.0,292
1,-4.882801922586371,0,100.0,132
1,-4.882801922586371,0,100.0,132
1,-5.14166355650266,0,100.0,171
1,-4.882801922586371,0,100.0,132
1,-4.912654885736052,0,100.0,136
1,3.247427361174367,0,90.0,315
1,13.187815644627584,0,80.0,123
1,4.102160200049089,0,90.0,134
1,-4.976733742420574,0,100.0,145
1,-5.075173815233827,0,100.0,160
1,22.365271011770364,0,70.0,103
1,-5.003946305945459,0,100.0,149
1,-5.717027701406222,0,100.0,304
1,13.384879483158741,0,80.0,101
1,-5.262690188904886,0,100.0,193
1,-4.948759890378168,0,100.0,141
1,-5.272999558563747,0,100.0,195
1,-4.532599493153256,0,100.0,93
1,-5.3981627015177525,0,100.0,221
1,-5.147494476813453,0,100.0,172
1,-4.61512051684126,0,100.0,101
1,21.752975927839515,0,70.0,190
1,-5.075173815233827,0,100.0,160
1,-5.081404364984463,0,100.0,161
1,3.9893647059037445,0,90.0,150
1,22.35560910085863,0,70.0,104
1,-4.77912349311153,0,100.0,119
1,-5.713732805509369,0,100.0,303
1,-5.147494476813453,0,100.0,172
1,-6.714170529909472,0,100.0,824
1,-5.293304824724492,0,100.0,199
1,-5.700443573390687,0,100.0,299
1,-4.882801922586371,0,100.0,132
1,-4.867534450455582,0,100.0,130
1,-4.804021044733257,0,100.0,122
1,-4.990432586778736,0,100.0,147
1,-4.736198448394496,0,100.0,114
1,-5.298317366548036,0,100.0,200
1,3.768891383145413,0,90.0,187
1,4.009567413221264,0,90.0,147
1,-5.236441962829949,0,100.0,188
1,-5.2574953720277815,0,100.0,192
1,-4.882801922586371,0,100.0,132
1,4.229315375534335,0,90.0,118
1,12.203942249234629,0,80.0,329
1,-5.298317366548036,0,100.0,200
1,-5.272999558563747,0,100.0,195
