generation,max_fitness,mean_fitness,stdev_fitness
0,48.95014399275046,-2.4487842708471548,10.559055025393237
1,57.269900217026425,2.2862108879808942,14.004295486301082
2,57.06775481255199,9.10507755298123,16.899158758919878
3,94.9001335721758,17.35028030650384,22.670442533492086
4,94.82951600496185,25.31872537078516,27.738851367392975
5,94.80704314910979,29.022890197482603,27.921640755348427
6,94.82385026742617,32.56284506978197,32.551101053259416
7,94.82385026742617,46.90293489266713,32.02880480178716
8,94.9001335721758,47.96689483135384,39.250252860593605
9,94.82951600496185,51.412363996884984,39.7591283539588
10,94.82951600496185,56.22893736291795,41.78331576447161
11,94.98272016318508,56.30739369183421,42.05092330589803
12,94.89405452609942,59.99328293893362,40.58334004650448
13,94.86420156294975,64.58857801932172,39.200961618216134
14,94.86420156294975,58.03462100238737,42.227745296332365
15,94.85833644349734,60.695513255355756,40.862182186552545
16,94.95014399275047,62.23591418326886,40.37790102054314
17,94.86420156294975,70.49602134156687,38.64282404840942
18,94.95657488308075,65.8325911939438,39.175236642749354
19,94.85250552318655,60.87711029648053,43.38666111211202
20,94.85250552318655,66.97754197639436,39.264037977583484
21,94.95657488308075,68.98004273131335,41.54793203098736
22,94.86420156294975,66.94205096787898,40.24270131993002
23,94.85250552318655,55.94216780428924,44.490724766888334
24,94.84670840550223,65.82070982415694,39.35783694038388
25,94.85250552318655,59.05291655364061,42.0983750529929
26,94.85250552318655,61.9129105331343,41.66692250352923
27,95.030186700424,64.20027109848293,38.95831421929385
28,94.85833644349734,66.17153417873658,39.09745105417206
29,94.85250552318655,65.3880425889871,39.08144849950901
