generation,max_fitness,mean_fitness,stdev_fitness
0,57.08110614572686,0.3149230373594439,13.416883950929115
1,66.17991706964764,6.633924060686091,17.564002260788854
2,94.93109579777976,17.050927272217233,24.6837436416976
3,89.50669517527551,20.510886991922007,25.5355716625665
4,94.96956207860757,24.929909824843143,29.31951485875581
5,94.89405452609942,23.181789443947714,29.04707797860883
6,94.93109579777976,28.18230990960127,31.197519989872934
7,94.96956207860757,28.392867526167507,31.121215470786957
8,94.92482618476618,31.52731660514985,31.80283643008018
9,94.94375419465169,29.1419205034613,33.2431009248956
10,94.89405452609942,39.43999501937678,33.286884459911676
11,95.02326625757942,45.537054334994345,35.5526221440092
12,94.92482618476618,49.82708045324654,36.00696523730439
13,94.95657488308075,50.10490070051289,36.53493390262136
14,94.91859563501554,52.695772441794986,37.25008706394464
15,94.91859563501554,59.839596120120966,38.27409898224131
16,94.95014399275047,55.824687390675436,41.73079367184251
17,94.97611947915372,57.02025778747711,40.49028010196366
18,94.98272016318508,60.601745965374874,41.356583156023746
19,94.91859563501554,55.26667454938908,41.853009612349204
20,94.95014399275047,62.78122062710235,36.18590888133188
21,94.98936470590374,68.63934729804843,36.086839341514995
22,94.98272016318508,65.82964206202871,35.31256373432475
23,94.95014399275047,51.239974739935704,38.656165717087966
24,94.98936470590374,63.09264462354814,38.67890604120168
25,94.91859563501554,64.2840977359233,35.658924638345454
26,94.91859563501554,59.50590582185494,38.706031459320414
27,94.97611947915372,67.38375151335174,36.714733581746934
28,95.01639337829167,67.30145601021867,37.135157396982635
29,95.00278772623588,59.95384716816143,38.84020930450154
