generation,max_fitness,mean_fitness,stdev_fitness
0,39.601837298482245,-2.3050915957508473,8.08699597311309
1,57.269900217026425,2.695677967289116,11.921494110969302
2,66.12506926914797,8.053559487657276,16.273489397900676
3,94.85250552318655,19.638784041765838,25.709748376322292
4,94.85250552318655,27.2860412386904,27.237055678265357
5,94.85250552318655,31.479452254558797,30.329633169187904
6,94.85833644349734,40.55646090945433,36.037709964573544
7,94.85250552318655,43.80379143236066,37.29075923588979
8,94.85250552318655,44.1893543921183,37.078526051728595
9,94.86420156294975,51.009265072608244,37.08488896740333
10,94.85250552318655,52.34330223766802,35.45649479585548
11,94.85250552318655,52.2212136765724,35.91191371064039
12,94.85250552318655,56.4406372512695,35.70340366079842
13,94.85250552318655,49.764808591312196,38.401369156714146
14,94.85250552318655,47.8887755469919,38.71504936829544
15,94.85250552318655,57.56817409777977,38.14386828903893
16,94.85250552318655,57.566533383598006,39.947634000344955
17,94.85250552318655,57.32558822231248,39.36771379495404
18,94.91859563501554,65.03902319583007,40.13907021188306
19,94.98272016318508,55.42666409466581,42.04607804096176
20,94.95657488308075,56.00416546505045,40.76681269587406
21,94.85250552318655,53.997689403184786,43.84922392990464
22,94.87010128507693,67.17908071360466,38.876809757791996
23,94.88801221164346,66.89805536179816,37.64270240750402
24,94.85250552318655,67.11174103362917,38.30115590210841
25,94.85833644349734,67.9305155141145,40.04204799381246
26,94.90624979919323,65.87929935965754,38.75230326073816
27,94.86420156294975,52.52170334654722,42.05523716399835
28,94.86420156294975,65.30925017397273,38.292075797302495
29,94.95657488308075,64.70078796287916,39.03789200535592
