1,'',195,221,290,221,310,294,185,221,317,195,195,296,197,324,191,221,221,318,225,221,221,188,300,221,197,189,221,305,221,197,319,221,221,185,198,195,221,221,299,194,195,195,294,221,221,221,315,221,318,191,333,221,194,300,193,221,299,307,310,193,299,199,310,200,301,221,315,313,221,310,311,198,310,221,195,194,318,306,295,194,191,195,328,221,305,195,221,299,295,300,221,195,299,195,221,221,324,330,313,319,221,290,198,197,324,299,194,198,221,221,195,305,295,328,222,221,221,300,293,186,293,221,310,190,308,187,298,198,294,221,221,290,221,298,221,221,295,221,299,318,221,291,221,221,190,186,196,195,325,221,300,221,190,290,194,181,299,301,221,317,193,296,195,295,221,292,224,300,177,221,221,321,221,198,221,221,293,297,195,200,191,316,221,302,296,221,187,223,302,195,221,221,221,221,193,195,301,304,297,221,298,221,197,194,221,221,307,221,299,221,308,301,199,312,194,195,301,195,301,300,293,221,314,195,304,200,195,290,196,301,290,221,303,303,221,221,195,290,292,307,222,306,293,295,316,294,295,199,223,221,301,197,194,291,290,341,221,305,221,192,195,295,221
-70.0,-90.0,-80.0,-90.0,-70.0,-80.0,-70.0,-100.0,-90.0,-70.0,-80.0,-100.0,-80.0,-60.0,-90.0,-90.0,-80.0,-100.0,-60.0,-100.0,-70.0,-80.0,-90.0,-80.0,-90.0,-100.0,-100.0,-90.0,-90.0,-80.0,-90.0,-70.0,-100.0,-90.0,-90.0,-100.0,-100.0,-90.0,-90.0,-90.0,-100.0,-60.0,-100.0,-80.0,-90.0,-100.0,-90.0,-70.0,-70.0,-100.0,-90.0,-70.0,-90.0,-90.0,-70.0,-90.0,-90.0,-90.0,-100.0,-90.0,-50.0,-90.0,-90.0,-90.0,-80.0,-60.0,-100.0,-90.0,-100.0,-60.0,-80.0,-70.0,-80.0,-80.0,-90.0,-90.0,-70.0,-100.0,-100.0,-70.0,-80.0,-70.0,-90.0,-70.0,-90.0,-90.0,-90.0,-90.0,-100.0,-80.0,-90.0,-90.0,-70.0
