generation,max_fitness,mean_fitness,stdev_fitness
0,48.60637245364764,4.421581432702331,12.426710194012207
1,84.28885900702332,15.049587403501516,18.912087774209468
2,66.67212383121041,21.340129194332484,20.99871562544597
3,87.4249280777976,31.1885344089345,23.129071195839376
4,89.45636882440193,41.20470172696474,26.01228212754283
5,89.97809292906192,43.898619049234874,21.806372831649668
6,90.06698639161588,54.994559587066206,21.32222238285832
7,88.0864092460494,45.82484924930409,25.59695050532636
8,89.81165549623894,53.88946024452596,21.5660761928512
9,91.93109579777979,55.93485589962741,24.265549181923095
10,91.69109579777981,53.35572280415971,25.35764213556232
11,91.73240366476765,56.12717124588703,24.501173628034213
12,91.8048261847662,53.93129175252873,26.019278032316826
13,91.75109579777981,58.470309892581874,22.845919207006226
14,91.3910957977798,59.174279438849034,22.182454056160203
15,92.3295620786076,51.438823018161486,27.362740104585352
16,91.81109579777979,54.13936137925802,25.151300695624677
17,92.1110957977798,54.89344158645905,25.7975726423124
18,91.57935834262663,50.332923107643516,27.324923018207834
19,91.08482618476621,55.3716132548601,25.957047256334835
20,91.87740496697306,56.522533401089525,25.42183187328073
21,91.93740496697306,56.3262305254365,22.372743181869904
22,91.87109579777979,54.40982153107262,25.085346231244312
23,91.3310957977798,49.738271637108944,26.346910303462426
24,91.87109579777979,55.13657713620919,25.846670389544464
25,91.81740496697306,52.76206890959224,25.515015129325967
26,91.87740496697306,58.36563369134177,23.608924083430242
27,91.81109579777979,52.56500155060916,25.154988064723927
28,91.87109579777979,61.176308716626366,22.923973167135973
29,91.87740496697306,55.998797220777526,25.553081100477435
