generation,max_fitness,mean_fitness,stdev_fitness
0,57.23480889721515,4.152042742004819,15.0569840808731
1,75.3266767328285,13.470426227482864,19.715961163483843
2,66.70669517527551,29.269538787497062,22.76060488795288
3,75.07041085661011,31.970753338675426,24.41960863524983
4,75.66246192029868,35.203341208118346,25.972716587562942
5,75.85833644349734,45.59688260801071,22.242744348530284
6,75.64814186652393,45.66054680655578,24.873560046079888
7,91.36094470078551,47.48682289780455,26.85712941137379
8,91.69109579777981,52.06272897693477,24.24562318185521
9,91.87109579777979,54.176296303122726,26.61926042695217
10,75.95657488308075,52.256821034354296,26.806949936394425
11,91.78624979919326,50.799016956302275,25.915820561842303
12,91.81109579777979,56.95308161342669,22.97473706785273
13,91.63740496697307,57.628823947371465,23.060298892006283
14,91.69109579777981,53.92385667587656,26.711404933451163
15,91.70801221164349,54.885623911949345,27.200275152608366
16,91.87740496697306,50.164655250394006,28.5486104482943
17,91.87109579777979,49.80979662639094,27.461790039907367
18,91.97859563501557,55.52737951699487,25.18618297015546
19,91.87740496697306,55.54438903024727,25.124782916376677
20,92.1110957977798,56.272100965838234,23.845180777188396
21,92.05740496697307,55.9330466910928,25.06224210903808
22,91.99109579777979,58.84026582382493,23.51315783556242
23,91.87740496697306,60.86448949105239,22.418040721784507
24,91.81109579777979,55.07428956343831,26.043566841412613
25,91.87109579777979,63.198936815497206,20.977378915496786
26,75.95657488308075,61.67337655919439,19.93885926208311
27,92.05740496697307,62.25212704523188,21.66307691525248
28,91.87740496697306,58.414861849958825,23.203519889455215
29,91.93740496697306,62.64402563119541,20.02251883903892
