generation,max_fitness,mean_fitness,stdev_fitness
0,85.18853266049734,4.5092060234191935,16.986460817905783
1,75.66246192029868,15.605073087106659,21.777847024116753
2,75.48657125383502,26.260049669483127,23.108095450887568
3,74.38126101648278,33.878798810632276,22.70011632968384
4,86.86742736117438,39.0337359879103,25.011738850216698
5,75.21310261863329,45.17743294079843,22.99830438527996
6,88.19833644349737,51.097536927219,19.595468240518642
7,75.58389959779558,48.08375365327402,22.014656611205027
8,66.88801221164346,49.84972163073206,21.83470474481435
9,75.79051384715858,45.03652423938902,23.82730247361517
10,87.91669509194095,52.92933288096232,20.019511681573306
11,90.5295620786076,44.699114168082836,25.573708609352707
12,75.74772657195336,47.66110078535801,23.582738324473524
13,75.71173296930546,49.62457676156153,21.981326237568375
14,75.85833644349734,53.02613944487656,20.80417249922637
15,75.82951600496185,49.137294173759386,22.15090412463405
16,75.82951600496185,52.02713648356121,22.05334109871833
17,75.82951600496185,44.91302934952208,25.107922740952414
18,86.19364684039829,53.342114147434074,24.372101805098662
19,90.77833644349737,45.08626229696337,30.22375841245072
20,75.88200618758324,51.2742334438119,26.204648110283927
21,85.55297711225776,57.83531823705108,19.94113027909629
22,91.49833644349737,49.13259131365217,27.963803791818748
23,75.82951600496185,55.01925922505383,25.9846201822709
24,75.84670840550223,54.147368164827206,28.61051492895965
25,75.83521402607649,54.759568865672264,27.85111548002743
26,75.84094470078547,60.53169663579627,22.366640818246353
27,75.86420156294975,52.759579008707504,27.654673501021012
28,91.57740496697306,59.57955928549999,22.919786508072796
29,91.85240366476765,49.99189790466549,30.617842923155195
