generation,max_fitness,mean_fitness,stdev_fitness
0,48.25379680945985,1.9498250272272952,11.147576037257723
1,84.00539190157784,13.545419760537522,20.408598827146058
2,66.68679402095822,22.99797600736872,22.26268035070862
3,85.85636882440193,33.93849630662048,24.717212071191838
4,86.00695546589962,48.51448762607185,21.156935541224662
5,87.17959913428288,48.53289709829385,20.843176662962414
6,88.97237888630939,52.26956050472934,20.253608936419933
7,90.4248261847662,48.16749195415219,20.788358297998748
8,86.56164533066627,46.945938666539156,23.248052437486226
9,91.67859563501557,49.44873093470489,23.009123943439732
10,91.1209447007855,50.935332562600536,21.92723836296383
11,92.05740496697307,50.843267135992036,25.002286945745837
12,91.69109579777981,54.738102687410084,21.755807029192887
13,91.69109579777981,54.6096671847968,23.399715700763636
14,91.3910957977798,57.31340036291255,23.98994202214557
15,87.9805177842404,55.57748196916135,24.21783274558309
16,91.33010128507696,54.37074499484342,24.834481015083345
17,91.6310957977798,49.50127057538552,25.820954543292792
18,92.1110957977798,56.62651958719098,24.370329162733377
19,91.93109579777979,59.03258847225706,26.461909784012423
20,91.87740496697306,55.89367864839125,24.708731218652527
21,91.87740496697306,53.326533152839346,26.328396905278794
22,91.8648261847662,53.70314810324385,29.389603549185424
23,91.99109579777979,61.09563624024767,25.96393567097526
24,91.87740496697306,64.14262471033251,24.050191465147517
25,92.1110957977798,62.48821528328133,26.03848454201381
26,92.11740496697306,61.743034739503265,26.599658540638
27,91.87740496697306,57.02003697636977,30.083789571846278
28,92.11740496697306,57.109149891902796,28.894850924357314
29,91.87740496697306,61.624457231994384,25.501814807798816
