generation,max_fitness,mean_fitness,stdev_fitness
0,66.25379680945984,5.0013257475550565,15.324787046105827
1,85.1878822105246,21.5875683249339,21.619661637782624
2,75.61550493721091,30.890043439587625,22.110915087473444
3,87.91645558296867,38.335166576743745,23.97560027686131
4,88.88518926293742,43.68436428778065,22.464684932854112
5,75.88200618758324,44.087016589975605,24.703948510745477
6,89.64324619773176,50.39223635039568,22.6274441296141
7,75.94375419465169,55.54113798781513,21.283237632624516
8,91.75109579777981,52.836504144683744,25.996125025632082
9,91.69109579777981,56.64239990083077,22.1330119291791
10,75.90624979919323,51.59860115364032,25.747333877409176
11,91.64801221164349,53.826171148190554,24.59203279913157
12,75.78506424239102,56.50063632935935,22.866299179412167
13,75.6769900208616,53.53236951866358,23.270508793327554
14,75.86420156294975,53.539811516774364,26.593180346475943
15,91.47425332628683,54.34240778503809,26.74575137836254
16,75.87603602059674,55.70363996296121,24.218655113722274
17,75.95014399275047,54.52639812950134,24.308015212754317
18,91.69109579777981,59.457595527237345,19.25917640798222
19,75.93740496697303,55.28361012888735,23.22413321866801
20,75.95014399275047,58.57419150310358,22.91818844945027
21,91.4510957977798,58.572267851175575,22.162629686282706
22,91.79859563501556,64.56789339590473,18.20839619586243
23,91.79240366476765,60.74807965945342,22.185456492073232
24,91.81740496697306,62.184117725082444,21.485170494982928
25,91.79240366476765,61.191009682319454,22.866340829197267
26,91.81109579777979,66.33702700783256,18.93961410436473
27,91.85240366476765,65.10726369001573,21.3784584363051
28,91.24013357217584,62.64082367796268,22.981944718582437
29,91.6310957977798,57.13356936552439,23.7048920628197
