generation,max_fitness,mean_fitness,stdev_fitness
0,57.63870783429057,4.768993426992723,14.068001301447019
1,88.003547911381,16.12992876625258,21.40886389966323
2,89.596552407039,31.388872548193653,25.813459155887028
3,75.87603602059674,39.64064345242655,26.961981178175183
4,85.02451856747525,43.00141647548747,23.516148421268046
5,89.45833644349736,44.465692765384574,22.62157415584276
6,88.1809447007855,47.2984058437666,24.162469859993283
7,84.48492807779759,46.38277542306818,23.36519532531318
8,75.66246192029868,51.44054266841395,19.72700581084589
9,90.48010264645957,52.972684850609056,22.56479543754934
10,87.92695546589962,49.446062994854245,25.564823801518674
11,90.16013357217584,54.59500575178753,25.50142040969153
12,88.87011907701951,51.28221213271707,25.940675432928558
13,91.64801221164349,56.26008066226878,26.68781364790609
14,91.3310957977798,59.26356769842137,24.194885718897744
15,90.97109579777981,58.40852958003228,22.993314489789253
16,91.75109579777981,54.57562525470141,28.162665360573687
17,91.81109579777979,59.04035474645567,26.052044430637146
18,91.70200618758328,59.23267318901085,25.073006800676133
19,91.75109579777981,60.08998660781698,23.45395090290618
20,91.81109579777979,61.379106803352414,22.568302718507315
21,91.81109579777979,62.289721482081504,21.23112393108451
22,90.93405452609946,56.05587194910664,27.218851376130175
23,91.69109579777981,59.96280558783061,22.907600934314665
24,91.87109579777979,60.98405668620824,23.337511614551158
25,91.81109579777979,56.49133564231174,23.4746235832221
26,91.69109579777981,59.948337825409475,20.80710877119159
27,91.75109579777981,59.8572289917716,24.7306926493629
28,91.87109579777979,58.691631775586785,22.299075601900867
29,91.5710957977798,57.98104420109163,22.196140293617983
