generation,max_fitness,mean_fitness,stdev_fitness
0,75.23480889721516,6.36681059301929,17.784406004087447
1,83.39244742833542,21.677740822584767,22.37289112566702
2,76.77224472101788,32.02390644034036,24.384774235659943
3,89.362357756651,39.595058599404666,25.270273185031165
4,88.67642023266134,44.10631970324367,25.438546637894568
5,92.03165549623893,46.9746188557776,24.965201776445525
6,91.5710957977798,45.80771083071855,26.42426070916128
7,89.9510957977798,51.975516319551595,24.674968234456713
8,91.52801221164349,49.752574073553724,25.760400941546227
9,91.6310957977798,54.02565396004548,25.345052778088633
10,75.91859563501554,58.84564161734791,20.530313774748933
11,91.09109579777981,53.38829256388632,25.095617087829524
12,91.2048261847662,47.95029790555929,26.43775340773043
13,75.90624979919323,50.78154183881518,26.449245045481636
14,75.88200618758324,49.531204354725304,26.769956938121975
15,75.87603602059674,52.7379632545623,25.798837591779222
16,75.6769900208616,60.69403361843843,20.05063653541283
17,75.64341372532799,55.304931106506785,24.064368416589996
18,75.76355803717006,57.18796582157259,24.479275113545764
19,75.79051384715858,55.3893037123931,24.813297493217878
20,75.78506424239102,49.23566770555064,28.569457131285166
21,75.76355803717006,54.231855378039654,25.312577792173176
22,75.90624979919323,55.28333745672458,24.493277909148063
23,75.68188000615578,58.349008889097405,23.311963625368836
24,75.76889138314542,51.36003399117528,26.91709186800973
25,75.7742533262868,51.890127374445974,27.62270387694894
26,75.77964417492167,55.394917422784346,26.105493547704384
27,75.83521402607649,58.069986401622245,24.973459870600305
28,75.81261419415924,58.40644810932204,24.040976240994027
29,91.66670840550226,54.54793851653559,28.62798800331124
