generation,max_fitness,mean_fitness,stdev_fitness
0,21.1888590070233,-1.0326245919697477,7.791028021697622
1,48.368788218178636,1.9540051757304733,14.160118557793416
2,48.368788218178636,1.9540051757304735,14.160118557793417
3,48.368788218178636,1.9540051757304735,14.160118557793417
4,48.368788218178636,1.9540051757304735,14.160118557793417
5,48.368788218178636,1.9540051757304735,14.160118557793417
6,48.368788218178636,1.9540051757304735,14.160118557793417
7,48.368788218178636,1.9540051757304735,14.160118557793417
8,48.368788218178636,1.9540051757304735,14.160118557793417
9,48.368788218178636,1.9540051757304735,14.160118557793417
