generation,max_fitness,mean_fitness,stdev_fitness
0,66.19486503108351,-0.46956991903236917,11.356980343101585
1,57.752975927839515,9.001227424337968,18.18518947206012
2,66.19185751001956,13.975994960167661,20.86621100818705
3,94.02326625757942,30.847200916305354,27.53159500680869
4,94.02326625757942,36.061151507701744,30.040670634875962
5,94.02326625757942,41.19889709600061,35.41209541050087
6,94.02326625757942,48.548360387602614,38.701171979658035
7,94.02326625757942,48.185812855497126,41.000785672421344
8,94.02326625757942,56.9673650319384,39.56995813318858
9,94.02326625757942,56.96117006312786,37.842357682178886
10,94.02326625757942,48.085660710418004,40.47857448309487
11,94.02326625757942,54.80054556999767,41.22382643354784
12,94.02326625757942,47.35951982417676,39.269828474841525
13,94.02326625757942,47.882524202196485,41.039314291793005
14,94.02326625757942,50.07371849260212,41.438188299478945
15,94.02326625757942,65.0197438487534,37.60620038457249
16,94.02326625757942,61.48897548868949,40.34271854675713
17,94.02326625757942,65.2567005050298,37.89267871878796
18,94.02326625757942,58.774277764641404,39.07441115017804
19,94.02326625757942,60.29589619794617,41.161203629016605
20,94.02326625757942,59.12995526853238,41.38817283987789
21,94.02326625757942,66.81145424564454,36.11824922220274
22,94.02326625757942,68.88572388520406,37.57134158864616
23,94.02326625757942,65.4572955528922,39.12334423978392
24,94.02326625757942,62.747683696014725,39.878304781034764
25,94.02326625757942,62.12336807304891,40.60166698020817
26,94.02326625757942,58.81436750890738,40.17273992593491
27,94.02326625757942,67.26631165693176,39.19314955551299
28,94.02326625757942,65.5720908765833,37.16993446358875
29,94.02326625757942,72.13704335776801,35.07412215035901
30,94.02326625757942,59.5928858464753,40.87690523943239
31,94.02326625757942,54.55447256216729,41.01969212011459
32,94.02326625757942,55.1575418511261,40.8989729984053
33,94.02326625757942,58.808338366383325,41.79450722724278
34,94.02326625757942,68.62225694046116,37.286544903354034
35,94.02326625757942,55.81526724162611,42.04734599551165
36,94.02326625757942,62.387341921771565,39.23312345073169
37,94.02326625757942,54.658832826097075,43.59399950668873
38,94.02326625757942,61.24121495393214,42.75848215023733
39,94.02326625757942,63.06588010113481,41.114012928610265
40,94.02326625757942,57.86093633691773,41.22877357174319
41,94.02326625757942,60.27198926539309,41.110464850258914
42,94.02326625757942,56.32562585692212,44.491322575762034
43,94.02326625757942,52.6533038144634,43.7245336012335
44,94.02326625757942,58.36872171216155,40.258399292811795
45,94.02326625757942,65.03227314870101,38.29748170802909
46,94.02326625757942,63.59569355241278,39.71793830050171
47,94.02326625757942,67.3734636663354,38.649327687086846
48,94.02326625757942,52.40202490001947,45.00897341674743
49,94.02326625757942,60.6328098668709,41.77471063164059
50,94.02326625757942,60.39984947727998,40.813440600767066
51,94.02326625757942,66.76285122061893,38.550467171066636
52,94.02326625757942,57.44423881695479,41.75570991969501
53,94.02326625757942,65.91336032401313,39.14971824049813
54,94.02326625757942,59.524376435584784,41.60635620838907
55,94.02326625757942,69.4568019372689,36.616890559435134
56,94.02326625757942,64.91550710227888,39.15833733252966
57,94.02326625757942,60.31736725981912,41.647417244910905
58,94.02326625757942,63.90535485288986,38.510550914474976
59,94.02326625757942,63.64561214079745,41.02338737796693
60,94.02326625757942,67.89137103607162,39.80179386079204
61,94.02326625757942,57.798027821648304,42.35501328943015
62,94.02326625757942,51.54931655993085,43.11618794048896
63,94.02326625757942,52.48372541884816,44.11722846519682
64,94.02326625757942,54.816845938758064,44.13489904239292
65,94.02326625757942,62.07351413598095,39.63892028781286
66,94.02326625757942,64.07676843222161,37.5231249947131
67,94.02326625757942,57.624859641960676,42.75002258180216
68,94.02326625757942,59.32591820451305,41.52799268322757
69,94.02326625757942,53.513132268930306,41.85109543604483
70,94.02326625757942,64.22429292173372,39.62376466053344
71,94.02326625757942,57.78058080808972,43.4041160191617
72,94.02326625757942,65.64633903103373,39.53765269056661
73,94.02326625757942,55.34431996728579,39.45237028156797
74,94.02326625757942,59.14550089026658,42.825159841983954
75,94.02326625757942,62.24291285346364,41.313690854451515
76,94.02326625757942,65.19923344662368,39.556869084258246
77,94.02326625757942,58.539134031342904,42.909754344204046
78,94.02326625757942,64.91084492208118,38.000081068293085
79,94.02326625757942,61.84164588245588,40.778908679946696
80,94.02326625757942,61.32055947849396,41.08423099350082
81,94.02326625757942,61.03817685925163,41.38581966757745
82,94.02326625757942,60.13955069176132,40.98392221863489
83,94.02326625757942,63.94182001161191,40.683564080466255
84,94.02326625757942,58.954222180408934,42.863151050584804
85,94.02326625757942,63.65481566997025,40.7626953963053
86,94.02326625757942,61.66828563582465,41.03249212429888
87,94.02326625757942,49.38977312295704,43.065225394062914
88,94.02326625757942,60.713610086317246,41.29181972799207
89,94.02326625757942,60.30968437998632,39.86590839573824
90,94.02326625757942,60.506839873057096,42.70202965742024
91,94.02326625757942,65.45119477990447,39.921155653651645
92,94.02326625757942,59.042018386982456,41.95803169722235
93,94.02326625757942,59.337184370272354,40.676993491009455
94,94.02326625757942,61.932224667555964,41.859791829123544
95,94.02326625757942,62.31567613330657,41.33645168302023
96,94.02326625757942,64.57165999304969,38.4575882779394
97,94.02326625757942,61.47313112292008,41.578005584225686
98,94.02326625757942,61.02744162733212,40.95132096177603
99,94.02326625757942,65.98830776167745,40.248015102838956
