,enemy_1,enemy_5,enemy_8
0,-48.0,82.00000000000016,53.92000000000023
1,-42.0,74.2000000000002,75.76000000000023
2,-14.0,79.24000000000015,73.72000000000023
3,34.0,29.200000000000152,75.28000000000023
4,-38.0,52.64000000000025,47.68000000000021
5,34.0,85.96000000000012,73.60000000000021
6,2.3999999999999986,87.76000000000012,50.080000000000254
7,2.0,79.24000000000017,15.120000000000083
8,56.0,86.20000000000013,75.52000000000024
9,-26.0,72.52000000000025,47.2000000000003
