,max_gain_enemy_1,std_max_gain_enemy_1,max_gain_enemy_5,std_max_gain_enemy_5,max_gain_enemy_8,std_max_gain_enemy_8
1,-21.55,5.269962049199216,70.43500000000026,8.757598129624308,48.76000000000025,12.768022556371061
2,-14.2,3.6,80.1850000000002,3.3717984815228546,59.43000000000029,8.50753195703667
3,-10.1,7.269112738154499,85.82500000000013,3.686614300411655,68.14000000000027,7.423772625828432
4,7.85,17.9304907908289,89.72500000000011,4.724999999999957,68.26000000000029,6.350582650434494
5,41.15,49.6649020939335,89.35000000000011,1.3747727084867456,70.93000000000025,5.899330470485587
6,9.15,11.685568022137392,87.83500000000012,0.9449999999999933,73.61500000000024,7.1549999999999745
7,28.5,0.0,85.46500000000012,1.8486549164189476,74.44000000000024,5.129999999999981
8,22.8,7.493997598078078,87.97000000000011,1.3244244032786336,73.63000000000025,6.209999999999973
9,47.4,18.014993755202916,87.47500000000011,2.3143303567122575,74.38000000000024,1.3227244611029023
10,46.95,16.270295018837242,88.84000000000012,1.9246817918814423,66.41500000000028,6.698957008370763
11,49.0,0.0,85.49500000000015,1.5903537342364937,80.81500000000017,5.3549999999999764
12,30.0,0.0,86.99500000000012,1.1463965282571176,69.29500000000027,2.7216217591722587
13,46.85,16.26814371709323,86.47000000000011,0.22045407685048046,72.28000000000024,2.4296296014001357
14,11.6,13.419761547807024,91.15000000000009,0.45,68.18500000000029,4.678677697811622
15,27.0,0.0,89.98000000000009,0.6392182725798611,65.60500000000027,3.4571990107600103
16,38.9,10.539924098398432,91.3000000000001,0.8999999999999915,77.80000000000021,0.0
17,86.0,4.0,89.03500000000011,0.49499999999999744,69.52000000000025,3.960000000000017
18,48.65,13.518598300119727,91.22500000000008,1.6283810979006015,68.32000000000025,2.501719408726741
19,33.6,5.589275444992849,90.9100000000001,0.7828793010419917,74.20000000000024,0.0
20,40.5,0.0,90.02500000000009,2.0249999999999826,72.61000000000023,7.544627227371798
21,32.35,4.811704479703632,89.00500000000012,1.484999999999988,71.59000000000023,6.685760988847848
22,35.0,9.151502608861563,89.2150000000001,2.37592613521546,70.84000000000029,0.5499090833946956
23,32.5,10.0,87.89500000000012,1.4294142156841598,66.5800000000003,5.312118221576006
24,62.5,0.0,88.5100000000001,1.2226610323388782,69.55000000000025,7.78903074843074
25,43.0,0.0,90.98500000000008,1.8559431564570945,73.60000000000025,4.799999999999954
26,52.5,0.0,90.6700000000001,0.2749545416973413,75.0250000000002,7.636532262748531
27,46.8,11.399999999999999,90.14500000000008,0.13500000000000512,76.1200000000002,6.154315559020299
28,55.5,1.0,89.0200000000001,1.2492397688194126,70.36000000000027,5.495079617257569
29,45.5,11.874342087037917,90.2350000000001,0.4811704479703554,68.86000000000023,5.882295470307446
30,53.7,12.600000000000001,91.30000000000008,0.0,76.21000000000022,4.379999999999984
31,31.5,4.5,91.8400000000001,1.5299999999999856,70.19500000000025,6.943574367715773
32,49.0,11.713240371477058,90.38500000000008,1.7498642804514646,75.56500000000021,8.352845323600768
33,42.45,9.852537744155057,90.40000000000009,0.3,67.96000000000029,4.015519891620498
34,55.25,1.346291201783626,89.7850000000001,0.9869270489757432,72.71500000000026,6.745148256339469
35,60.0,0.0,91.6000000000001,1.3499999999999872,68.20000000000027,3.72833743108102
36,78.0,0.0,90.1900000000001,2.1055640574439725,72.94000000000025,8.168378051975765
37,58.5,0.0,90.44500000000009,0.8900702219487961,72.31000000000026,4.449820221087559
38,75.0,0.0,89.9950000000001,2.769968411372209,75.40000000000023,0.0
39,56.0,1.224744871391589,90.8950000000001,1.2149999999999948,72.67000000000023,9.285424061398546
40,52.5,0.0,90.95500000000008,0.8162260716247594,78.59500000000021,4.88044311512792
41,57.5,0.0,90.08500000000011,0.370168880377593,79.15000000000018,6.317119596778231
42,62.5,0.0,88.7350000000001,1.0846773713874531,74.50000000000024,0.0
43,49.95,8.277831841732471,90.88000000000008,1.421126313879225,70.96000000000024,4.379999999999959
44,70.0,13.228756555322953,89.84500000000008,0.3914396505209914,74.06500000000021,9.01959117698797
45,71.25,15.339898956642445,90.31000000000009,1.3865064009949424,69.01000000000026,4.962801628112886
46,56.55,31.735981157040033,91.00000000000009,0.0,70.82500000000023,1.3882092781709574
47,46.5,13.47219358530748,90.68500000000009,1.9296437495040197,79.3000000000002,4.124318125460217
48,65.5,21.988633427296023,92.14000000000006,1.1757550765359075,76.69000000000021,2.1996363335787827
49,58.75,4.643543905251677,90.5500000000001,0.0,71.47000000000023,3.4203947140644386
50,90.0,0.0,91.27000000000008,0.406939798987519,76.43500000000022,1.5809886147597467
