,enemy_1,enemy_5,enemy_8
0,-18.0,31.640000000000207,72.88000000000024
1,-12.0,71.68000000000018,78.04000000000019
2,-18.0,79.96000000000016,73.4800000000002
3,4.0,83.20000000000016,29.92000000000017
4,-18.0,7.960000000000076,45.640000000000256
5,-48.0,46.96000000000014,69.76000000000029
6,12.0,48.88000000000028,58.3600000000003
7,-40.0,79.2400000000002,35.76000000000012
8,14.0,55.2800000000001,71.80000000000025
9,64.0,82.48000000000016,38.56000000000017
