,enemy_1,enemy_5,enemy_8
0,-2.0,77.3200000000002,26.320000000000256
1,-20.0,85.96000000000012,72.04000000000019
2,38.0,77.68000000000022,61.00000000000024
3,-20.0,80.68000000000018,38.32000000000024
4,46.0,73.36000000000021,62.88000000000014
5,-18.0,87.88000000000011,43.160000000000124
6,-52.0,86.20000000000013,52.8800000000002
7,-10.0,71.44000000000023,86.32000000000012
8,-18.0,38.48000000000014,71.20000000000024
9,-18.0,90.6400000000001,81.28000000000017
