,mean_gain_enemy_1,std_mean_gain_enemy_1,mean_gain_enemy_5,std_mean_gain_enemy_5,mean_gain_enemy_8,std_mean_gain_enemy_8
1,-36.806107341269836,0.3433885386186101,-18.710165456349095,0.7968603616302249,-41.465019880952376,0.5595532189125225
2,-53.323636706349205,0.8627866677827833,-5.0834178174602,0.9547169859557885,-32.014470674603146,0.5301279990281287
3,-46.058076785714285,1.036163363453285,5.096410257936646,0.8368415738362119,-18.431196230158672,0.8658868936255545
4,-49.106545039682544,0.47854663580687434,13.733612321428726,1.4176085860050993,-9.608317817460236,1.256405006469557
5,-40.87976527777778,1.9557311416442158,18.02873811507953,1.3834187795609731,-3.493371369047522,0.9094039043814227
6,-44.432566269841274,1.1234910072453652,20.84149920634938,1.6323744151125812,1.0401546825398005,1.2118605738529706
7,-41.88631686507937,0.5545131975916031,25.08723313492082,1.5874120498789506,5.874452976190613,0.9516363026785809
8,-43.31365853174602,1.2876544386236686,29.245860555555748,1.446763712471738,8.685929345238245,0.8770789509212409
9,-40.394641666666665,0.4530236688230416,32.17752890873036,1.81340860465983,11.223323194444607,1.3142608587780173
10,-37.83753194444444,1.3931043716943925,33.48795998015893,1.815507119977712,12.751653373016044,1.365952080133656
11,-42.386478769841275,0.5218822292427031,34.802203849206556,1.4059170605593014,15.983296190476377,1.9185411699097275
12,-35.64315277777778,1.4320876501971591,39.88532289682562,2.5531088795423056,18.373562599206544,1.4665909623616027
13,-40.944960515873014,1.1007275964307393,39.89379490079387,1.572589476665142,19.558392003968457,1.3200896924673176
14,-36.46838948412698,2.8399971894437086,41.91402410714308,1.942623736878447,20.15178097222243,1.112057833491297
15,-37.72170376984128,2.264805040436395,43.451417619047845,2.0279326870756225,21.352687242063702,1.2616994523449607
16,-36.82373452380953,2.0952433298504016,45.85779642857166,3.4381997228393653,22.99631912698435,1.1568510126056268
17,-37.00664067460318,1.5478384357580457,46.98637027777801,2.8430676894628077,24.576085019841504,1.4629548512194441
18,-38.12386150793651,3.058745415147189,46.86945811507959,2.5196645800444655,23.573294107143074,0.8440130406015072
19,-36.27054523809524,1.4455469056774362,50.915010297619276,3.1440552440630323,23.569078095238318,0.6751938798286424
20,-37.119617460317464,2.3320007554412765,51.53656079365103,2.511096793480445,25.03825250000023,0.6870747405774649
21,-37.31209623015873,1.4053716570666883,51.84553128968279,2.13619582671269,26.03174571428595,0.743419799982878
22,-33.97496825396825,0.9889727254393244,51.487699603174846,2.2273540166347057,26.80406488095262,0.8021346636840156
23,-36.44289841269841,2.4616665706486596,52.78925626984151,2.653438915219065,26.804450138889127,0.42623587665608914
24,-34.58365753968254,2.3643433880962332,53.717715257936746,2.544684507684428,26.64538511904786,0.37703919495020666
25,-32.82885992063491,1.0341311286691814,53.85793839285738,2.758399860587858,27.52257091269866,0.5882293073572201
26,-34.70868115079365,2.407488006544712,56.132150119047864,2.745118558155458,27.91325761904787,0.4903195138714807
27,-37.19212936507937,2.046111781932475,54.21233136904785,1.7560304987899715,27.987478075397075,0.2873864681254925
28,-34.16650277777778,0.5779531219576172,56.873553690476434,2.1858475622931453,27.827227777778024,0.3167522649514165
29,-33.26246488095238,1.4498645101206087,57.20203261904786,2.1897042329661,28.232675634920884,0.4343877933417215
30,-35.29280238095238,1.7449897683818587,56.057461071428804,2.006212059461257,25.57510912698435,1.4519102768033991
31,-33.12155257936508,1.5265395085002749,57.557467638889136,2.236920252698366,25.91651462301611,2.2025836807523436
32,-32.74777738095238,0.7588943976255513,58.16268482142881,2.1721604738629225,28.095996329365327,0.6462149954871288
33,-33.93072857142857,2.5392809473801616,56.821933015873256,1.3856301270191143,27.080281031746274,0.5877503112898819
34,-32.80695337301587,1.3333564255651158,57.61915583333357,2.0477137028757535,27.643994107143108,0.4548495840682057
35,-32.03077976190476,1.8610045359890814,59.749448373016115,2.4409550385680716,24.71811236111133,0.9062773765252993
36,-32.898981944444444,0.2728265931407147,57.54791250000024,2.5196153098826723,26.9526637103177,0.5114606055498213
37,-34.060691071428565,2.4743768919820233,60.38632940476215,2.1920002588552436,27.25475132936532,0.6000823753720657
38,-30.86556071428571,1.9915448922329608,57.85891813492085,2.0900342548826636,28.166664821428817,0.5637575068393776
39,-32.69681706349206,0.41400420099386803,59.578793134920865,1.2115722181664914,28.12202230158755,0.5017224081725808
40,-32.960170833333336,2.299718867061224,61.38242003968277,2.369411928546147,25.894905039682772,1.3426836680125631
41,-30.717958134920632,1.2998218723737296,63.47811063492086,2.8010174253215685,27.459275674603425,0.6399006590519783
42,-29.155847420634917,1.2115930430707957,63.03107077380976,1.8765359628779317,27.64774533730183,0.6928868561560164
43,-31.776900992063492,1.525850894867728,63.094212341270065,3.5551620929905425,27.0817524603177,0.7826632738982428
44,-29.774559126984126,0.8670631407584378,58.54494603174625,1.4990572551457788,27.38060353174628,0.4232715545377197
45,-29.365691865079363,0.3952713170063998,62.69670827380975,2.531430706060959,28.179555654762158,0.685010167989571
46,-31.046875992063498,0.9778483069564464,66.34439845238118,3.4515040326286286,27.24602742063516,0.43121115795612586
47,-29.91906746031746,0.642925186360739,62.29859567460337,1.5279107961636422,27.500158273809767,0.6599624529506225
48,-29.854671031746033,0.6697676656611125,66.77188299603196,3.156573189285094,26.968326944444687,0.4932907691348589
49,-29.430666071428572,1.0508932734704366,63.66916980158751,1.1041522112991191,28.488877619047873,0.3703821974645126
50,-30.67399126984127,1.0262037123064547,66.44989071428593,2.248458805879328,26.196103511904994,1.2389045765327875
