generation,gain_enemy_1,gain_enemy_4,kill_enemy_1,kill_enemy_4,sigma_0,sigma_1,sigma_2,sigma_3
69,-12.5,-65.0,0.25,0.0,0.20679352727308314,0.1139603567746482,0.18484913323999178,0.15246358184776976
69,-40.0,-60.0,0.0,0.0,0.22522891298960548,0.09600513574436473,0.2681536571083394,0.1764962759705839
69,-15.0,-60.0,0.25,0.0,0.1729369186970381,0.15917381076887696,0.3,0.1786671630970455
69,-40.0,-62.5,0.0,0.0,0.16896476981879338,0.17665113175715652,0.17420647824602914,0.16958476630938316
69,-62.5,-3.249999999999817,0.0,0.75,0.18677669279211703,0.1373769465635034,0.2023905379931566,0.16167525634635863
69,-57.5,-62.5,0.0,0.0,0.18086574051819612,0.1797161702550305,0.21759813802396338,0.18107879399945803
69,-62.5,-3.249999999999817,0.0,0.75,0.23334046211209508,0.12549749117827458,0.20511107198890546,0.13998592619119518
69,-62.5,-51.04999999999994,0.0,0.0,0.19280651334253918,0.18546876271557358,0.28689686383369123,0.10887708766046718
69,-62.5,-60.0,0.0,0.0,0.23057174897596155,0.136002941921842,0.1579032865576465,0.16105060488160824
69,-77.5,-60.0,0.0,0.0,0.12809896693581818,0.13344609093421947,0.22297392577301084,0.12422423365661914
69,-50.0,-60.0,0.0,0.0,0.16679826421072522,0.1805367915696821,0.26095869033845204,0.20202903661468732
69,-87.5,-90.0,0.0,0.0,0.2399741939535487,0.16872779595513498,0.17528192915533072,0.19443623068630989
69,-50.0,-60.0,0.0,0.0,0.17670794019726543,0.11458970630196368,0.2618711307437212,0.19477127766266464
69,-15.0,-60.0,0.25,0.0,0.17530009670066204,0.17169338938879264,0.2173936427246314,0.1481600077574445
69,-62.5,-3.249999999999817,0.0,0.75,0.20904543219682023,0.12931706858218145,0.2142974299007132,0.12746530790674726
69,-60.0,-60.0,0.0,0.0,0.20202309727666865,0.14775654922819573,0.25506153980083546,0.2199369446079007
69,-62.5,-3.249999999999817,0.0,0.75,0.14323292376168256,0.12603329162347146,0.2942622537737044,0.15489143533037175
69,-62.5,-3.249999999999817,0.0,0.75,0.3,0.11397218459517254,0.15729812030487147,0.12927015685519633
69,-50.0,-65.0,0.0,0.0,0.227701729264743,0.07196985434785025,0.3,0.13527725889005626
69,-50.0,-65.0,0.0,0.0,0.1961270535568918,0.1581420290491583,0.15537370385468566,0.11279583329059002
69,-62.5,-3.249999999999817,0.0,0.75,0.3,0.1441709753352519,0.3,0.1570087568683286
69,-62.5,-3.249999999999817,0.0,0.75,0.20016293859150333,0.13826144196361706,0.16152271213295094,0.1449683615136272
69,-75.0,-60.0,0.0,0.0,0.20274490420590535,0.16973321486060183,0.2604965596295846,0.23842852558496844
69,-55.0,-60.0,0.0,0.0,0.18746910005336923,0.16504684632500283,0.15880216833263458,0.1116101397908351
69,-47.5,-45.899999999999935,0.0,0.25,0.20214955944701732,0.13446578550175964,0.129291014259483,0.15910574598045846
69,-62.5,-62.5,0.0,0.0,0.1710208893970259,0.15577890850278311,0.2097631802314029,0.2192367425334146
69,-77.5,-60.0,0.0,0.0,0.2029088157860825,0.13732279241468245,0.2738557065384382,0.1491302165894915
69,-47.5,-60.0,0.0,0.0,0.20300112042247223,0.15715918799069734,0.25822189907738036,0.2464834483717089
69,-62.5,-3.249999999999817,0.0,0.75,0.3,0.13777784861325618,0.2559920531147223,0.19939181605950254
69,-77.5,-60.0,0.0,0.0,0.13774464112413842,0.1687074240222016,0.20498258978656894,0.1414145610687279
69,-65.0,-61.249999999999936,0.0,0.0,0.20100956578024531,0.1867778740405587,0.21759840265500144,0.2135694211578084
69,-62.5,-3.249999999999817,0.0,0.75,0.2035987557944115,0.1963088880233697,0.17888845678729867,0.13572181632303723
69,-62.5,-23.349999999999945,0.0,0.0,0.2638004247765121,0.126413337669225,0.20955083578492298,0.1539799745404127
69,-62.5,-65.0,0.0,0.0,0.24711190696534938,0.12758786118302942,0.15552644001905194,0.14485956276147272
69,-45.0,-60.0,0.0,0.0,0.2266389242760237,0.16134407092218983,0.11456042808133694,0.1929785198711177
69,-37.5,-62.5,0.0,0.0,0.23398290002438088,0.14312979902280956,0.3,0.1129464841586645
69,-62.5,-3.249999999999817,0.0,0.75,0.22769558617335597,0.10089513753499695,0.17885136961142195,0.10898353818256348
69,-45.0,-65.0,0.0,0.0,0.1658020545804859,0.15279540918711515,0.2102036705480363,0.10693200453842124
69,-42.5,-67.5,0.0,0.0,0.21283004090377425,0.14564171761204342,0.15600390737111453,0.1009345003049937
69,-65.0,-60.0,0.0,0.0,0.08651044237282139,0.12201413532256773,0.1700773409679289,0.1716020679023513
69,-60.0,-65.0,0.0,0.0,0.21826007489487229,0.19596254603034952,0.21636929277583863,0.17779891851049226
69,-65.0,-60.0,0.0,0.0,0.17713230107521727,0.15995170148312232,0.1192970216778254,0.1700156012327247
69,-77.5,-60.0,0.0,0.0,0.23246668419962568,0.14843415189781067,0.2836702386246006,0.1461213095972631
69,-62.5,-47.5,0.0,0.0,0.2033226148104491,0.1335862353776462,0.18775029333047044,0.20144500538021906
69,-52.5,-60.0,0.0,0.0,0.2564872845030723,0.06985688951471766,0.24909525260600884,0.10946621546332319
69,-77.5,-60.0,0.0,0.0,0.3,0.1007840196692822,0.26146870683977214,0.25394036731975744
69,-57.5,-55.0,0.0,0.0,0.18567293704924911,0.15703536554336925,0.3,0.19686190142470578
69,-37.5,-65.0,0.0,0.0,0.22465813675464286,0.10830727674273347,0.3,0.10133890463387059
69,-42.5,-60.0,0.0,0.0,0.1479930897318173,0.14211559724389683,0.17438185365630396,0.1521312656252163
69,-77.5,-60.0,0.0,0.0,0.15064285155882712,0.1558618923808993,0.2913539150674159,0.15627833297278934
70,-62.5,-41.94999999999993,0.0,0.0,0.20905004725173754,0.12478202079453546,0.17102685873340573,0.14007972465488183
70,-75.0,-60.0,0.0,0.0,0.25923323950958005,0.09738917532863145,0.27131153229199617,0.2090850702311457
70,-77.5,-60.0,0.0,0.0,0.17932913963937516,0.14112771170108582,0.295235974167846,0.162618149072735
70,-52.5,-60.0,0.0,0.0,0.15364412593802276,0.2383046682315978,0.15643778999639213,0.12618510170752184
