'AirMan','',168.53333333333333,161.8,162.33333333333334,160.06666666666666,139.6,135.33333333333334,153.4,149.0,133.66666666666666,116.0,120.73333333333333,119.46666666666667,113.26666666666667,116.8,115.0,107.0,112.13333333333334,107.4,99.13333333333334,94.06666666666666,102.06666666666666,107.46666666666667,91.33333333333333,97.6,92.26666666666667,100.2
'AirMan','',167.33333333333334,163.06666666666666,159.8,133.73333333333332,152.53333333333333,133.86666666666667,117.93333333333334,106.0,93.6,90.73333333333333,77.4,77.4,75.06666666666666,76.13333333333334,74.73333333333333,77.73333333333333,73.66666666666667,72.93333333333334,73.4,74.8,77.0,70.06666666666666,73.53333333333333,72.73333333333333,71.13333333333334,73.2
'AirMan','',167.8,167.2,167.8,180.86666666666667,184.73333333333332,197.73333333333332,181.2,182.46666666666667,193.73333333333332,163.33333333333334,168.93333333333334,166.6,147.8,133.13333333333333,130.0,120.73333333333333,103.53333333333333,93.8,84.33333333333333,83.73333333333333,76.0,80.6,80.33333333333333,77.13333333333334,78.13333333333334,76.53333333333333
'AirMan','',167.0,180.6,181.33333333333334,170.13333333333333,187.0,172.46666666666667,173.86666666666667,185.2,171.93333333333334,186.66666666666666,169.6,182.93333333333334,194.86666666666667,184.53333333333333,188.73333333333332,166.86666666666667,167.53333333333333,168.46666666666667,170.46666666666667,174.13333333333333,148.2,152.06666666666666,149.2,149.26666666666668,149.93333333333334,150.2
'AirMan','',169.06666666666666,171.33333333333334,184.8,187.33333333333334,188.86666666666667,181.0,205.53333333333333,180.33333333333334,187.6,201.53333333333333,186.2,176.66666666666666,173.93333333333334,183.2,184.53333333333333,164.33333333333334,167.4,170.0,157.26666666666668,151.46666666666667,161.2,162.4,156.06666666666666,143.4,148.13333333333333,157.13333333333333
'AirMan','',167.33333333333334,173.4,194.8,190.33333333333334,193.26666666666668,225.06666666666666,222.93333333333334,221.06666666666666,218.53333333333333,235.0,242.06666666666666,204.4,188.06666666666666,162.0,177.06666666666666,160.8,175.66666666666666,152.93333333333334,158.6,169.0,149.86666666666667,157.0,146.33333333333334,144.2,150.6,137.93333333333334
'AirMan','',169.2,172.0,175.66666666666666,185.33333333333334,204.2,215.66666666666666,249.6,247.46666666666667,247.2,263.6666666666667,230.33333333333334,209.93333333333334,202.66666666666666,203.4,214.33333333333334,204.13333333333333,215.53333333333333,230.13333333333333,220.46666666666667,198.13333333333333,194.93333333333334,158.33333333333334,194.0,177.46666666666667,182.2,186.93333333333334
'AirMan','',171.86666666666667,185.13333333333333,207.26666666666668,240.26666666666668,238.0,290.1333333333333,294.1333333333333,324.0,313.8,310.53333333333336,343.3333333333333,325.8666666666667,333.6666666666667,343.8,338.1333333333333,379.2,305.26666666666665,380.2,302.26666666666665,314.06666666666666,245.66666666666666,262.8,287.26666666666665,230.53333333333333,227.8,256.4
'AirMan','',168.46666666666667,173.66666666666666,199.8,258.73333333333335,268.26666666666665,300.6666666666667,294.06666666666666,317.1333333333333,326.73333333333335,328.26666666666665,331.06666666666666,320.93333333333334,334.3333333333333,326.73333333333335,311.8666666666667,378.06666666666666,318.0,304.53333333333336,327.8666666666667,339.8666666666667,370.3333333333333,350.6,325.8,312.4,323.73333333333335,323.2
'AirMan','',171.06666666666666,173.86666666666667,208.4,237.4,307.93333333333334,304.93333333333334,323.0,307.6666666666667,322.2,329.26666666666665,315.6666666666667,353.46666666666664,337.26666666666665,322.26666666666665,312.1333333333333,351.3333333333333,280.1333333333333,310.4,326.1333333333333,348.73333333333335,342.46666666666664,403.46666666666664,328.0,364.93333333333334,381.46666666666664,348.53333333333336
'AirMan','',167.0,187.46666666666667,260.1333333333333,284.3333333333333,307.3333333333333,274.8666666666667,327.93333333333334,323.06666666666666,329.06666666666666,347.1333333333333,360.3333333333333,390.93333333333334,364.1333333333333,427.53333333333336,394.4,452.73333333333335,485.46666666666664,504.2,534.6666666666666,517.3333333333334,559.4666666666667,569.6666666666666,547.7333333333333,567.1333333333333,591.2,537.9333333333333
