generation,fitness,p_health,e_health,time
0,29.700000000000003,0.0,100.0,148.5
0,27.950000000000003,0.0,100.0,139.75
0,41.5,0.0,87.5,207.5
0,34.7,0.0,100.0,173.5
0,24.75,0.0,100.0,123.75
0,30.900000000000002,0.0,100.0,154.5
0,32.85,0.0,100.0,164.25
0,25.000000000000004,0.0,97.5,125.0
0,28.450000000000003,0.0,95.0,142.25
0,30.65,0.0,87.5,153.25
0,21.25,0.0,97.5,106.25
0,38.0,0.0,100.0,190.0
0,27.6,0.0,100.0,138.0
0,31.5,0.0,72.5,157.5
0,29.700000000000003,0.0,97.5,148.5
0,26.550000000000004,0.0,100.0,132.75
0,25.700000000000003,0.0,100.0,128.5
0,44.6,0.0,97.5,223.0
0,47.8,0.0,95.0,239.0
0,35.85,0.0,100.0,179.25
0,32.85,0.0,100.0,164.25
0,40.95,0.0,100.0,204.75
0,85.19999999999999,0.0,100.0,426.0
0,27.050000000000004,0.0,100.0,135.25
0,41.45,0.0,100.0,207.25
0,47.75,0.0,100.0,238.75
0,31.05,0.0,95.0,155.25
0,54.1,0.0,100.0,270.5
0,31.150000000000002,0.0,65.0,155.75
0,38.35,0.0,100.0,191.75
0,24.150000000000006,0.0,90.0,120.75
0,27.050000000000004,0.0,100.0,135.25
0,28.6,0.0,77.5,143.0
0,37.2,0.0,100.0,186.0
0,28.3,0.0,100.0,141.5
0,40.900000000000006,0.0,97.5,204.5
0,35.6,0.0,100.0,178.0
0,24.35,0.0,100.0,121.75
0,30.950000000000003,0.0,100.0,154.75
0,35.65,0.0,100.0,178.25
0,32.2,0.0,100.0,161.0
0,34.1,0.0,100.0,170.5
0,29.200000000000003,0.0,100.0,146.0
0,48.900000000000006,0.0,100.0,244.5
0,22.700000000000003,0.0,100.0,113.5
0,28.75,0.0,100.0,143.75
0,39.5,0.0,75.0,197.5
0,37.199999999999996,0.0,100.0,186.0
0,25.35,0.0,95.0,126.75
0,37.25,0.0,100.0,186.25
0,47.35000000000001,0.0,100.0,236.75
0,29.550000000000004,0.0,100.0,147.75
0,22.35,0.0,100.0,111.75
0,34.1,0.0,100.0,170.5
0,55.349999999999994,0.0,100.0,276.75
0,44.9,0.0,100.0,224.5
0,47.1,0.0,100.0,235.5
0,130.55,0.0,57.5,652.75
0,29.95,0.0,85.0,149.75
0,55.75,0.0,100.0,278.75
0,21.450000000000003,0.0,100.0,107.25
0,33.050000000000004,0.0,92.5,165.25
0,26.75,0.0,100.0,133.75
0,19.900000000000002,0.0,100.0,99.5
0,30.05,0.0,90.0,150.25
0,22.900000000000002,0.0,100.0,114.5
0,22.650000000000002,0.0,100.0,113.25
0,30.0,0.0,100.0,150.0
0,101.20000000000002,0.0,100.0,506.0
0,42.95,0.0,100.0,214.75
0,28.450000000000003,0.0,100.0,142.25
0,28.6,0.0,77.5,143.0
0,38.5,0.0,100.0,192.5
0,26.900000000000002,0.0,87.5,134.5
0,89.45,0.0,97.5,447.25
0,42.0,0.0,92.5,210.0
0,30.8,0.0,90.0,154.0
0,39.900000000000006,0.0,100.0,199.5
