generation,max_fitness,mean_fitness,stdev_fitness
0,75.26990021702643,-1.1719891881962388,12.27039108773606
1,66.26990021702643,5.754678030736848,15.437575217914866
2,75.07041085661011,16.270293926554277,19.43877845197468
3,94.82385026742617,24.310645450843445,22.679499724834713
4,94.85833644349734,25.987138223247587,26.37682561545067
5,94.38506424239101,25.359522756477023,28.378281060317107
6,94.88801221164346,40.588251738769706,33.85068895642433
7,94.85250552318655,43.216569403807355,31.396210085585672
8,94.91859563501554,45.52875102265791,36.55481257127506
9,94.91859563501554,46.26087870363138,37.46341909827382
10,94.89405452609942,56.14261117820508,40.60505595471443
11,94.85833644349734,54.425592385275415,40.06226787958504
12,94.85250552318655,46.83929813218678,41.58109645208862
13,94.95657488308075,53.925805122503874,41.78598260842164
14,94.86420156294975,63.45073415506148,39.651179301608025
15,94.86420156294975,56.19986920967052,42.73477855951348
16,94.84670840550223,59.23403858753447,38.40080501597647
17,94.82385026742617,63.75256192774912,40.170925575036215
18,94.84670840550223,61.81515337563273,41.31412561402545
19,94.82385026742617,53.06269944489409,44.0569071013375
20,94.89405452609942,57.56820502642705,43.124202007744856
21,95.030186700424,62.28063694180227,39.8303008623131
22,94.94375419465169,60.42202963705264,42.64849598103441
23,94.85250552318655,56.755452141388126,43.06781301528447
24,94.85250552318655,54.904834681546944,45.42375810113697
25,94.82951600496185,57.438290063139256,43.2673907115611
26,94.82951600496185,67.52111831142908,40.50788813068991
27,94.82951600496185,70.14985374706562,37.18140105533637
28,94.85250552318655,52.83689583531929,44.63049550359837
29,94.82385026742617,67.45488970977068,38.504279033177156
