generation,max_fitness,mean_fitness,stdev_fitness
0,94.85250552318655,-0.005443011747603013,15.247537441372529
1,75.24109822612272,6.236640439663416,17.867635973197686
2,57.28957298262513,11.027336782321111,16.55028665618532
3,94.93109579777976,17.179203293016254,24.531891853785687
4,94.78506424239102,22.049560265957012,26.959972510085898
5,94.85250552318655,29.32140211266833,30.294067646601736
6,94.91859563501554,46.32462722841205,37.35571017293737
7,94.89405452609942,48.49110180266955,35.55799079992796
8,94.85250552318655,57.07974824022313,37.630842421494854
9,94.85250552318655,55.86974789272423,37.752694064611646
10,94.85250552318655,50.68355349848226,41.9154424383272
11,94.85250552318655,55.7665200464009,39.45757940012361
12,94.85250552318655,47.8472580324114,39.92729973946526
13,94.85250552318655,41.00773564503574,38.30635709539219
14,94.85250552318655,56.871066573273104,38.784680751995324
15,94.86420156294975,55.4628855029224,40.452037416415635
16,94.85833644349734,49.6322706612143,42.124218293059144
17,94.99605369405454,53.41089511371072,42.15078856501038
18,94.92482618476618,53.1108687033249,40.938359937414084
19,94.93740496697303,55.16271017080023,43.97398434135251
20,94.86420156294975,44.54620623008323,42.9178398679231
21,94.87603602059674,43.65357821730875,39.74142198288088
22,94.89405452609942,52.25987920367391,41.55933670324213
23,94.85833644349734,50.939904038315596,43.854666916870976
24,94.85250552318655,45.83114039819274,44.792191619601255
25,94.85250552318655,49.70069571442661,42.76020966296727
26,94.85250552318655,41.67717711418599,43.47870453858902
27,94.85250552318655,47.024400556691944,43.129241596033935
28,94.85250552318655,39.31511278609452,44.122469522884295
29,94.86420156294975,47.387947589506865,42.83834322193037
