max,mean,std_dev
88.33968822339261,2.65618181280941,17.74657418261102
89.28111423509891,2.249433163619502,17.854701629442534
90.6336468403983,3.0587472139298884,18.78848965925492
90.6336468403983,6.415462711147818,23.322212893941092
91.0466105112725,22.48750012606845,34.33042091133764
92.29173230259882,32.69799832648132,36.10629630722375
92.29173230259882,45.003566451974756,36.59515007660669
92.29173230259882,44.948214723323375,36.65544639829215
91.60226421822038,38.062182449753934,36.47920136902825
92.06297229859379,37.48826096444112,36.68921457001015
92.06297229859379,39.00977278001975,34.64042797511872
91.63935834262662,46.67611282058546,35.52453592892809
90.70603857269346,47.43923119211868,36.147495675886184
91.74322890233346,39.6822059842006,36.37619955270278
91.17282822853991,38.928268985458615,37.353093723470515
92.24628484395721,42.917123150810305,36.52013670272309
90.80628484395723,42.13448643511294,38.13377087553136
90.86157804100166,43.77418544855842,36.265974501361725
90.95075241723566,47.68587306118281,37.48125013102567
91.91297711225776,39.412214677006425,37.76010134464298
90.8335479947156,48.74980234627624,38.64659488374307
92.14354791138099,50.24126215463287,39.74619661052029
92.14354791138099,48.556690697685625,37.172811990877385
92.01282822853992,48.48742061004361,37.86376620474674
91.5422642182204,50.43734522731422,37.816027166279454
92.01282822853992,48.670248034789985,39.245116157806216
91.23531660910582,41.43997653764979,39.23361993256637
91.86627799644579,45.75002780401473,37.91910137683072
92.17482255552046,43.00338181644319,40.16258848812598
92.0535612249423,43.39424391631114,40.40273136118559
