1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
65.80000000000032,65.80000000000032,65.80000000000032,65.80000000000032,65.80000000000032,65.80000000000032,7,9,Fixed Structure
