generation,max_fitness,mean_fitness,stdev_fitness
0,84.67645558296866,7.063226241506403,20.345048612961367
1,90.60192069107684,5.854645990742946,19.420444945861643
2,85.29167900420624,5.352820895610043,18.580635130967007
3,84.84020708782079,4.1859608765003165,16.507381075263716
4,88.26619038813077,5.634086445618707,18.868516588406255
5,88.58957298262516,4.201166659283603,15.884656552799353
6,88.9438995977956,5.556106852412808,18.85328353059837
7,85.7035364480685,6.034593114050589,19.246345011916027
8,85.1514099739034,5.9027650956152975,18.852239315330227
9,84.61106227384333,5.491940201506924,18.118831975386907
10,90.73504998251863,7.248158843943903,21.051580503138393
11,85.3914099739034,6.970960096653719,20.35974159503522
12,75.86420156294975,5.0225441893564575,16.71608138309814
13,66.2731522524128,5.737091087244193,17.69199463392393
14,88.97061166337205,8.570017520392694,21.712686030760615
15,89.0387417894553,9.698692461456552,23.471664488648265
16,85.93946500072774,10.960297729837757,24.709475527321523
17,75.20090734553948,8.02605019839851,21.920080092223465
18,91.2710957977798,10.31790570144388,23.893713069337064
19,74.96931473973873,12.055930124608306,23.92820550824772
20,65.98140678550376,10.660290441438804,22.092911657753103
21,66.34051778424038,15.855114054944064,25.180253959529864
22,86.5901190770195,22.51538028182013,27.939959216665336
23,88.88661051127251,24.65524986973219,28.34615810309814
24,75.16226955283406,25.196713948978115,26.930747881370888
25,86.61732261812774,29.971065893238627,28.16602379896165
26,87.8038995977956,34.32234622383914,27.601018055208687
27,86.20586946817495,39.52884023711772,27.93861981223256
28,75.89405452609942,41.5351741032996,26.90817274089533
29,88.20111423509891,41.297264139254054,25.322889333024225
