generation,max_fitness,mean_fitness,stdev_fitness
0,89.50106343805335,10.473068516380227,24.194202575469742
1,74.99858512203885,5.645791199152049,18.392660104058002
2,91.5077265719534,6.42850857499274,19.80212738014346
3,89.47936107665805,6.371263975885007,20.29556365755196
4,75.23480889721516,6.8132502702176785,19.255033172563138
5,75.22234767677735,6.369646606086705,19.37537463171142
6,66.62936197187234,8.168068648502134,21.154360028150073
7,88.50111423509891,10.298516728857207,22.911371525005844
8,89.03486503108354,9.973091945470618,22.177384839462096
9,88.47167900420625,8.211315345513132,21.53745937707382
10,84.69399989261957,11.819377132370052,23.550648647786556
11,86.17936107665804,10.690607272099996,22.87899963214595
12,75.01606371931281,10.494883254887514,22.134477977317577
13,75.42784596782224,7.715593742610857,17.649506605560482
14,88.87617481767029,9.643576524461391,21.625060273853734
15,66.82951600496185,10.56016105672724,22.456161422867616
16,75.5489615464343,10.171156062843004,23.153033153801893
17,84.39794861721985,15.002710970657821,26.886021918540322
18,74.94791083107559,16.04679131196275,25.420387429204617
19,85.17695410451701,15.713018832892802,25.90830469839185
20,91.52814186652395,18.700388695776397,26.88924340302671
21,90.38389959779562,20.6138156561788,26.720704827610763
22,87.71070308686625,26.789507901404146,29.58519650254967
23,89.60353644806851,26.779207579078445,29.211390652153092
24,90.69282822853992,28.345861073141386,28.405523444604157
25,85.70855887687,32.388017120430455,27.11475486928655
26,86.43288973525115,35.9020488698309,27.959837865899715
27,89.11402398497818,34.24402064834483,27.93168812914534
28,87.33288973525114,39.463852681910865,26.673309004924572
29,89.65520306650937,47.39212460659876,24.72770362139882
