generation,max_fitness,mean_fitness,stdev_fitness
0,75.03129244001464,1.857527932234998,16.009255724949433
1,88.81067522005317,6.299284491268297,19.50569520162168
2,92.1295674132213,6.344875663956768,19.73943188232383
3,89.36389959779561,6.414648940938589,20.582645597847918
4,75.25060701409174,6.498164325503227,17.779543315725
5,86.24661051127251,8.346842269818014,20.889335214905984
6,67.01639337829167,8.193340715828757,20.547575532584485
7,75.02873816020954,6.636542323117634,20.15302227946524
8,88.99835757739072,7.7171728590999535,21.70561896384814
9,91.6310957977798,6.780503152902035,20.447258622149356
10,66.55326262833368,4.96150646852443,17.143339654873248
11,75.48657125383502,6.048452929863227,19.550135822772603
12,84.90212908007788,7.464013299521669,20.17631213164301
13,66.23167900420623,7.444556170560499,18.64180929408321
14,84.12335651065837,7.938364523519053,19.557446675732695
15,66.61092827018349,7.767290952416384,19.1862065700802
16,75.21925648420768,6.635313687772534,18.660737777809803
17,75.62472159231584,10.052322814186951,22.217475865901275
18,89.46324619773175,12.548403640978844,23.791273337507867
19,88.41105438238982,13.409175248133925,24.04986356229877
20,75.17991706964764,16.20026583964673,25.337159126958355
21,87.49642065638157,21.563722200217985,26.686645829735333
22,86.23504998251862,24.255149377682315,28.543962547853734
23,87.36342770252082,29.186205990015928,28.727609746336693
24,87.15611293289349,31.11624658575143,28.87191690370899
25,89.18814186652396,34.496740407623506,30.53537258028427
26,87.85172147976932,34.72793263388282,26.39495091314641
27,89.64693855665948,35.737430458392105,27.36571203934287
28,90.15454706086825,36.021457714512955,29.019272694707244
29,90.10657125383506,39.56408939016139,26.219263429949475
