1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
83.20000000000016,83.20000000000016,83.20000000000016,83.20000000000016,83.20000000000016,83.20000000000016,7,6,Fixed Structure
