generation,max_fitness,mean_fitness,stdev_fitness
0,66.28957298262513,5.931128594764229,18.000093545890866
1,86.75185751001959,7.885156615011361,20.698392184371095
2,91.53679627126205,7.778613200696716,20.033827062244175
3,87.7438995977956,9.617358030787402,22.752820176080192
4,66.29955642660931,5.7949637000207845,17.48548614035588
5,75.58835394814496,7.050530741276865,19.545029566462233
6,87.58853545289205,6.670859891572829,20.207692940456973
7,75.24109822612272,8.958725187497901,21.056876057423562
8,88.25715536974012,8.052751170254448,20.80564324766723
9,75.1335319430667,7.156250879133805,19.492195872363073
10,85.11480889721518,8.638490107440985,21.56420718085529
11,74.95736716631762,6.973444960881876,20.21385088158102
12,66.25060701409174,5.107890660143508,16.93233710821834
13,75.21310261863329,5.9354510404626435,19.487901748674624
14,66.55326262833368,5.571158719043441,18.552231224118888
15,86.22665872310228,9.416987187593966,22.03631529165992
16,66.63402398497814,10.19805496821089,21.569695186754632
17,66.61092827018349,9.349701543461146,20.879054331264392
18,84.92424995824665,17.358025011500743,25.282900319385018
19,75.61550493721091,19.56050457756774,24.90297938681237
20,75.24425778641309,21.817030146573813,26.349669630056688
21,91.6596441749217,25.30763060589828,27.581873552680065
22,91.2782529849404,29.296705084252935,29.95367121541875
23,89.29173230259882,34.9822413749974,27.89539950704929
24,90.96216020004911,38.31141070836545,29.449663812073172
25,86.60234767677737,29.826008328516437,29.613120348389685
26,91.09825298494039,35.68484237221554,30.293977238468695
27,89.77520306650938,31.177387612718626,31.325529460134955
28,90.49946500072774,33.37359123457549,27.910233704310794
29,89.1866105112725,34.86146557765436,27.02374060665792
