1st Test,2nd Test,3rd Test,4th Test,5th Test,Mean,Enemy Number,Run number,Type
63.40000000000034,63.40000000000034,63.40000000000034,63.40000000000034,63.40000000000034,63.40000000000034,7,3,Fixed Structure
