'FlashMan (0.0, 1.0)','100.0',-82.666664,-82.0,-76.666664,-74.666664,-72.0,-72.666664,-69.333336,-59.333332,-58.666668,-54.0,-48.0,-50.0,-48.0,-43.333332,-40.666668,-27.733334,-28.8,-44.0,-26.133333,-34.8,-33.2,-43.333332,-32.4,-5.4666667,-33.333332,-25.466667
'FlashMan (0.1, 0.9)','80.0',-89.333336,-79.333336,-78.666664,-65.333336,-73.333336,-71.333336,-64.0,-70.0,-66.666664,-70.666664,-59.333332,-56.0,-58.0,-53.333332,-55.333332,-54.666668,-44.0,-43.066666,-32.0,-38.266666,-54.0,-44.666668,-30.0,-40.8,-32.666668,-30.933332
'FlashMan (0.2, 0.8)','60.0',-84.666664,-82.0,-76.0,-77.333336,-66.0,-71.333336,-66.666664,-61.333332,-65.333336,-64.666664,-56.0,-49.333332,-53.333332,-63.333332,-47.333332,-50.0,-51.333332,-58.0,-48.666668,-48.0,-43.066666,-43.066666,-30.266666,-46.0,-39.333332,-21.466667
'FlashMan (0.3, 0.7)','40.0',-83.333336,-85.333336,-82.666664,-77.333336,-82.666664,-77.333336,-75.333336,-74.666664,-72.0,-79.333336,-80.666664,-78.666664,-70.666664,-74.666664,-72.666664,-76.0,-66.0,-70.0,-68.666664,-70.666664,-64.0,-64.666664,-60.0,-67.333336,-56.666668,-49.333332
'FlashMan (0.4, 0.6)','20.0',-88.0,-83.333336,-90.0,-85.333336,-81.333336,-81.333336,-84.0,-76.666664,-72.666664,-73.333336,-76.0,-68.0,-76.0,-72.666664,-68.666664,-73.333336,-73.333336,-76.666664,-69.333336,-65.333336,-73.333336,-74.0,-59.333332,-47.333332,-57.333332,-32.533333
'FlashMan (0.5, 0.5)','0.0',-86.666664,-88.666664,-83.333336,-83.333336,-76.0,-75.333336,-78.666664,-70.0,-70.0,-72.666664,-66.666664,-64.666664,-69.333336,-66.666664,-66.666664,-70.666664,-67.333336,-68.666664,-68.0,-57.333332,-60.666668,-53.6,-60.666668,-33.733334,-49.733334,-50.266666
'FlashMan (0.6, 0.4)','-20.0',-92.666664,-86.0,-89.333336,-81.333336,-88.666664,-92.0,-74.666664,-77.333336,-79.333336,-86.0,-76.0,-73.333336,-78.666664,-73.333336,-83.333336,-84.666664,-78.666664,-79.333336,-81.333336,-80.666664,-82.0,-72.666664,-70.0,-76.666664,-60.666668,-68.0
'FlashMan (0.7, 0.30000000000000004)','-40.0',-91.333336,-89.333336,-91.333336,-83.333336,-87.333336,-86.0,-91.333336,-90.0,-86.666664,-89.333336,-92.666664,-91.333336,-95.333336,-90.0,-94.0,-84.0,-90.666664,-90.666664,-81.333336,-86.0,-82.0,-84.0,-80.0,-82.0,-76.666664,-80.666664
'FlashMan (0.8, 0.19999999999999996)','-60.0',-90.0,-86.666664,-88.666664,-91.333336,-94.0,-92.666664,-91.333336,-91.333336,-89.333336,-84.666664,-86.666664,-89.333336,-82.666664,-86.666664,-87.333336,-89.333336,-86.666664,-86.0,-84.666664,-84.0,-86.666664,-92.0,-94.0,-90.666664,-96.0,-94.0
'FlashMan (0.9, 0.09999999999999998)','-80.0',-92.666664,-94.666664,-91.333336,-95.333336,-95.333336,-87.333336,-86.0,-84.0,-92.666664,-88.666664,-95.333336,-93.333336,-97.333336,-94.0,-95.333336,-94.666664,-98.0,-98.0,-96.0,-96.666664,-98.0,-99.333336,-99.333336,-93.333336,-95.333336,-86.53333
'FlashMan (1.0, 0.0)','-100.0',-91.333336,-88.0,-88.666664,-94.0,-94.666664,-96.0,-92.666664,-88.666664,-88.0,-85.333336,-91.333336,-90.0,-92.666664,-91.333336,-94.666664,-94.666664,-92.0,-94.0,-91.333336,-96.0,-93.333336,-88.666664,-92.0,-84.53333,-90.933334,-88.666664
