generation,gain_enemy_1,kill_enemy_1,sigma_0,sigma_1,sigma_2,sigma_3
1,-95.0,0.0,0.0950834981965963,0.7151801178022422,0.024372964110787824,0.6478173169613298
1,-100.0,0.0,1.0,0.01078940266657703,0.0915968271766061,0.3711500043639267
1,-95.0,0.0,0.6821765067997625,0.583369713818275,0.8326191458720524,0.6274029098147815
1,-95.0,0.0,0.9675266607311719,0.523971911455861,0.3398121274174627,0.6858969315895251
1,-100.0,0.0,0.3141968792445094,0.3249689909202927,1.0,0.3257141037681818
1,-75.0,0.0,0.9152721558573796,0.03595669864415059,0.5293673205560466,0.9592944406517
1,-97.5,0.0,0.838515062802297,0.7670619063358254,0.03472000570104473,0.818211557904892
1,-80.0,0.0,0.13937827248173024,0.5900844646335497,0.2222578560531306,0.27322062842169276
1,-100.0,0.0,0.017920407333645964,0.2864526657269773,1.0,1.0
1,-100.0,0.0,0.8738184740332956,0.6529165367785748,0.3313841539562748,0.3884270888244528
1,-60.0,0.0,0.49699841674565776,0.4479935900614379,0.3137314400241605,0.5093819679042382
1,-55.0,0.0,0.2057886843875046,0.5139063797186504,0.39844026972687024,1.0
1,-65.0,0.0,0.27088473945838804,0.01975920768100838,0.6879532731412054,0.6640702073953075
1,-65.0,0.0,0.40030188583123194,0.09115608081925371,0.32951533359615454,0.49149463675092164
1,-82.5,0.0,1.0,0.6950854534840086,0.7246471870288472,0.6674671336275305
1,-100.0,0.0,0.6458599982546238,0.0888065514887796,0.4370794849812666,0.6943432124000426
1,-100.0,0.0,0.14500368989666726,0.4320811250005942,0.4136516756461782,0.5651202789092156
1,-77.5,0.0,0.9588421675980218,0.11549414541454132,0.23744255473755183,0.19545979857279427
1,-72.5,0.0,0.6821361688822036,0.32003328689308,0.3034565251563561,0.3515997148813491
1,-92.5,0.0,0.4425612171085171,0.2046515642025365,0.329031560751494,0.49662484439638444
1,-92.5,0.0,0.6460301383471879,0.34670887520080196,0.319026404067902,0.5132759296573921
1,-85.0,0.0,0.7482439823926452,0.424957517937291,0.18475502724911877,0.18821816888767645
1,-72.5,0.0,0.5847184552711616,0.35078231851370906,0.416933331139543,0.6705887841050854
1,-75.0,0.0,0.2535754558625468,0.32298835802786124,0.3471858678273199,0.9452006041979021
1,-72.5,0.0,0.469984016328106,0.4908718221938538,0.3700267689569766,0.4699589123541907
1,-100.0,0.0,0.6394516515753295,0.28967022829628314,0.41719968825645587,0.365551816136198
1,-65.0,0.0,0.6521361487508996,0.35925405070481903,0.3861703016124378,0.44125050786853787
1,-85.0,0.0,0.9936938450219654,0.40120084003375733,0.39101129762241543,0.34554193312701087
1,-90.0,0.0,0.8652673090338951,0.6678896343377754,0.44803731038008326,0.6537025733773306
1,-87.5,0.0,0.793602375276223,0.3598079508728559,0.3734053427441142,0.37512360609050815
1,-52.5,0.0,0.5163741110394517,0.33659310971703416,0.28452062938236256,0.24957306228631732
1,-100.0,0.0,0.6089213184101747,0.3267269555455532,0.32943818992906354,0.5276381123197923
1,-95.0,0.0,0.5155753853251756,0.38644619396952756,0.3605217473293782,0.6573962020036752
1,-52.5,0.0,0.6036276797820653,0.18827747407876272,0.3035530098191808,0.4696763283328853
1,-67.5,0.0,0.6326231643706376,0.5360825154391498,0.49757721449778214,0.6441865914718238
1,-85.0,0.0,0.5539879816920424,0.35315549850728706,0.5058876904161274,0.7611117614718591
1,-60.0,0.0,0.31470668045216943,0.412869172382682,0.32130686398706826,0.61581528942627
1,-60.0,0.0,0.8886867745522089,0.2684835341809868,0.46488309760136887,0.34829275914030206
1,-90.0,0.0,0.370511436908212,0.42485842391834755,0.4427202806698901,0.5449166264259976
1,-82.5,0.0,0.5337450658149593,0.4653405749401243,0.32944888402544514,0.5780862347094738
1,-85.0,0.0,0.7605305356357588,0.43081146551054594,0.34241328334642157,0.4261437028984667
1,-100.0,0.0,0.15786412522342058,0.47181167532411356,0.20830729272857082,0.38701315100648565
1,-40.0,0.0,0.6783669326621133,0.41649942094503345,0.3523696440515229,0.46126780048469507
1,-92.5,0.0,0.09715507955142176,0.568248163168449,0.24191900198831845,0.45461798544873616
1,-100.0,0.0,0.2863987104292775,0.48580632376265576,0.30560997968988896,0.8623656293441221
1,-85.0,0.0,0.5568669097594223,0.6594553582060573,0.5013241108538483,0.4983728678402139
1,-100.0,0.0,0.5414270645178006,0.05297072370518273,0.561160659450426,0.7768207248195386
1,-52.5,0.0,0.4126769013023556,0.244503227945813,0.4249476901213946,0.5191454966929085
1,-75.0,0.0,0.5417165315511064,0.30112073540229234,0.2868929491385329,0.41017418501997244
1,-62.5,0.0,0.3293625554428922,0.4604779349898765,0.3462243838557594,0.35932971277454895
1,-97.5,0.0,0.3798897992585812,0.32487139335311876,0.3422815040706823,0.16295872409813023
1,-92.5,0.0,0.6817975640483483,0.056658686153922666,0.4745689610906883,0.8671313884892893
1,-85.0,0.0,0.8902508484091578,0.507172678483915,0.5020095891525067,0.497415307953397
1,-87.5,0.0,0.616741429264613,0.11502115056904592,0.32058146407559013,0.7519160168848927
1,-72.5,0.0,1.0,0.6917451773784662,0.8478486380455585,0.6126218579015515
1,-52.5,0.0,0.41494008706244023,0.4975954661536085,0.40800880952494484,0.4660075284449642
1,-72.5,0.0,0.47087770038878274,0.4543781753387772,0.34556411911039364,0.38297622633975137
1,-70.0,0.0,0.5419989749641867,0.12502224205205067,0.32652004887249053,0.5388191098243232
1,-92.5,0.0,0.6017270115798672,0.4228942124941401,0.35566788383434367,0.42909500511480175
1,-85.0,0.0,1.0,0.6202681589893071,0.8053957964213811,1.0
1,-53.0,0.0,0.5257441937419672,0.27065466635926005,0.3891054628280843,0.420139469276112
1,-95.0,0.0,0.5782817452078634,0.5059071028556275,0.34540018007711054,0.3998922439543939
1,-100.0,0.0,0.589779449455069,0.1989561612460014,0.21708569937012337,0.29028892554643787
1,-75.0,0.0,0.7724757390300352,0.5274509824788196,0.5141533665588592,0.5191678810657453
1,-100.0,0.0,0.9152469196650418,0.0427177626689591,0.5046809377024376,0.8780305650256731
1,-75.0,0.0,0.714110175598012,0.3230190990811283,0.3316197314522263,0.5078894138947738
1,-85.0,0.0,0.5404293299117652,0.35333323470688416,0.2804825563707467,0.45568271762772294
1,-60.0,0.0,0.5390247473625623,0.10091493529872018,0.3479430885103003,0.35133541724371503
1,-42.5,0.0,0.18116354374263785,0.3915536877403179,0.39349781087479563,0.7200142513523269
1,-52.5,0.0,0.394838433907469,0.3845780539672513,0.31581307277397985,0.38304270470332275
1,-50.0,0.0,0.3545851511590801,0.3472506681137897,0.38763023785619816,1.0
1,-65.0,0.0,0.8658330449832727,0.07402837968956355,0.4754107057202387,0.5156594541065437
1,-85.0,0.0,0.13992456636211303,0.2915829812732755,0.3748956765560823,0.43355206617352304
1,-92.5,0.0,0.30018550907644237,0.44288543452345486,0.34629220021853496,0.7534443872056888
1,-90.0,0.0,0.2701214964126047,0.171451680778321,0.24593271238643857,0.39202778445373965
1,-100.0,0.0,1.0,0.28111064353941095,0.47159705236687804,0.8083632766990526
1,-87.5,0.0,0.5598203679868914,0.46561390115421974,0.18898349073254733,0.19492191217795626
1,-100.0,0.0,0.4521012243043996,0.43582538424552597,0.38233813918731746,0.6495180925827012
1,-80.0,0.0,1.0,0.2902072270622001,0.44706467641497477,0.47012082558942037
1,-100.0,0.0,0.12633223589665163,0.3579277153632458,0.2441766272088484,0.1734506852511794
1,-90.0,0.0,0.12978810273727598,0.2467722326199091,0.36861011198416105,0.39132969239131227
1,-100.0,0.0,0.4248915537651767,0.24721302014462176,0.24883349230335328,0.36385116838961323
1,-90.0,0.0,0.24066814752915278,0.3163987987264515,0.3873508310553542,0.9544647280395817
1,-70.0,0.0,0.49246401313480925,0.37200820938161433,0.33031280048119094,0.6460651481101279
1,-60.0,0.0,0.8072023377756908,0.5813262719847939,0.5337988119153022,1.0
1,-70.0,0.0,0.618679576640291,0.4942826605743726,0.2750782869456311,0.48097066438385727
1,-77.5,0.0,0.43716392077908883,0.26271000720753285,0.4295002909439281,0.682468659821432
1,-87.5,0.0,1.0,0.6239229955822984,0.42261587914754856,0.4586732131058808
1,-100.0,0.0,0.9653970362686934,0.4368405252861184,0.34277183136078143,0.09472608367147349
1,-77.5,0.0,0.4020052418552678,0.599231626332428,0.32018936548706944,0.2899291160205522
2,-32.5,0.0,0.6896949164566528,0.27090186082073625,0.25864411195554976,0.4146184602922323
2,-60.0,0.0,0.2153077685914535,0.386059516621593,0.5209460051904885,0.5982089131349133
2,-75.0,0.0,0.5669468589298985,0.2500010261438872,0.5074937382594851,0.3171089478989942
2,-55.0,0.0,0.4930753225106282,0.36580462312087003,0.44594473065265716,0.4384532239779339
2,-85.0,0.0,0.8611321822874667,0.3163550246738767,0.707434900834934,0.49013852361444815
2,-82.5,0.0,1.0,0.6501845922431844,0.7376768473867628,0.418233372877227
2,-82.5,0.0,0.5574124769917329,0.5526373136973904,0.5743936151143807,0.6629871977380642
2,-75.0,0.0,0.8759810247372901,0.556507070656997,0.6448402934801393,0.5853635824429181
2,-60.0,0.0,0.35672865050661484,0.38635258520957555,0.28908871707879386,0.4682701809443634
2,-80.0,0.0,0.8959048008027117,0.6942119842238498,0.4570509364469663,0.4473282771226232
2,-52.5,0.0,0.6524975037619486,0.15196082859093024,0.327648316809855,0.6433290264376024
2,-70.0,0.0,0.6660497129832655,0.505403760602916,0.33917665819829035,0.4762762281428643
2,-40.0,0.0,0.588088796366233,0.21908667028410855,0.45166773412567723,0.45384416711224906
2,-90.0,0.0,0.7232305543615897,0.3386537367625122,0.29630227080275556,0.47417108700752425
2,-67.5,0.0,0.49620097417743053,0.527120031017917,0.4313128056057349,0.6198155454406042
2,-50.0,0.0,0.7789389185888826,0.3501971742488428,0.27435117794404873,0.48290959740085954
2,-72.5,0.0,0.46153837866569086,0.3332573156402252,0.46239907106884276,0.4496018886629966
2,-62.5,0.0,0.428325446585867,0.23240708182136832,0.3362991000780495,0.48099649475639733
2,-45.0,0.0,0.5507432668170104,0.1833753351475525,0.3247333863696519,0.5111889826555064
2,-67.5,0.0,0.3547679093185202,0.27024787078704343,0.2833866505389155,0.44707052079966614
2,-62.5,0.0,0.28209061773122873,0.48885581476141626,0.41065707548339686,0.5414087419121377
2,-62.5,0.0,0.4863401909258559,0.3379932683864668,0.3215522278198776,0.4176921095461054
2,-75.0,0.0,0.6620548732977588,0.40970831489592474,0.38163588205849347,0.581793345653573
2,-57.5,0.0,0.40135800457127496,0.5731358600039758,0.3412776941220211,0.48107512334594127
2,-77.5,0.0,0.8854199775151165,0.14306569275033057,0.5773934699923501,0.8331716086357754
2,-67.5,0.0,0.4935917445840905,0.5796113285036248,0.3477999897735068,0.5839119996697266
2,-37.5,0.0,0.5206491854265333,0.3019864711065995,0.3724926001526005,0.38046746791815367
2,-52.5,0.0,0.5547579927750901,0.23498978795282416,0.38371017904044274,0.4754432531059398
2,-90.0,0.0,0.3800917973897019,0.33131173487583687,0.3609259722439468,0.7898691834860049
2,-62.5,0.0,0.26589721042755077,0.3461476115014787,0.30840655858929406,0.6063754255792075
2,-60.0,0.0,0.3976549638979206,0.3707051563251693,0.2814248885427872,0.49775559229755223
2,-100.0,0.0,0.5082096169797767,0.3096513657046645,0.3932969885503925,0.759584274882117
2,-62.5,0.0,0.32102443124668567,0.5328747656886209,0.3214596062791564,0.661768762917747
2,-52.5,0.0,0.18515055080874912,0.34890637997320206,0.3027554110284601,0.5159162719331587
2,-67.5,0.0,0.4043490578133922,0.2633612030943309,0.31178946029759913,0.24981659847587745
2,-75.0,0.0,0.6633374008726469,0.35880888792394444,0.3941019365540128,0.6464162987243789
2,-52.5,0.0,0.549379807534556,0.3236266776604791,0.5999518167617434,0.41042051057228085
2,-65.0,0.0,0.6263192012477401,0.2795757573196047,0.3533406594983691,0.2850736933491361
2,-65.0,0.0,0.38174211395606034,0.3329090863049834,0.3793157164845396,0.47532456687587094
2,-72.5,0.0,0.6142562083535973,0.48576322738925043,0.4280861054178115,0.8548838824016981
2,-87.5,0.0,0.45854639331018493,0.33200552027071,0.39786900267492686,0.4722808777102644
2,-65.0,0.0,0.613620052145044,0.4558271965602832,0.35475352609877675,0.6517105669995693
2,-75.0,0.0,0.5985306637726142,0.3982410139358937,0.2772575118502626,0.3927358148962652
2,-67.5,0.0,0.4078999496335108,0.2510235038542354,0.36259877774330374,0.3974757923469256
2,-42.5,0.0,0.6194566463935336,0.26486004230226873,0.3708828928561076,0.4729800018239206
2,-60.0,0.0,0.6677792978197336,0.4467509463342757,0.4031253142261635,0.35685548488558083
2,-85.0,0.0,0.31165438508103294,0.378557264134487,0.24127668403091063,0.40220221575648485
2,-62.5,0.0,0.794676923011614,0.4601440734654199,0.42858977292368805,0.4492795211012322
2,-80.0,0.0,0.5997754877664502,0.16674109622384178,0.39674180806210063,0.3066265142407189
2,-70.0,0.0,0.4551965274531189,0.4259571395304449,0.35845273091803115,0.51021279455405
2,-50.0,0.0,0.5219391876801369,0.3409376597431339,0.3233543342438421,0.42233425554086856
2,-50.0,0.0,0.5668819632763636,0.5980953393057009,0.5749992544996464,0.3957473681320331
2,-52.5,0.0,0.47890254997840787,0.40201291106230413,0.42884207492106674,0.4192303804869661
2,-62.5,0.0,0.44501567868185693,0.4236610431184977,0.36655901773519595,1.0
2,-75.0,0.0,0.4940703947104504,0.40542026621776317,0.4095959967039357,0.6275002181151992
2,-62.5,0.0,0.3983045828824814,0.6466650038351868,0.5246159708702525,0.5156436149251694
2,-45.0,0.0,0.49158383361449454,0.30514650383187925,0.41824837834969675,0.40574712006952035
2,-67.5,0.0,0.5556628937515333,0.17040519702194115,0.4129993457648144,0.38303012712907475
2,-55.0,0.0,0.5761910741997377,0.21985622121164303,0.31308756289786166,0.6822640447352525
2,-62.5,0.0,0.49541781568994936,0.5382115608921555,0.5786328212418136,0.7919549492783133
2,-50.0,0.0,0.4330632363053879,0.4891501368462761,0.2874750167038226,0.4146596434345709
2,-72.5,0.0,0.528397106754326,0.31112900686222356,0.4647409794783749,0.765439568700457
2,-92.5,0.0,0.8160162048652237,0.326938820410597,0.3250892135963311,0.6247513152467521
2,-50.0,0.0,0.5557059029863852,0.5365391349902435,0.37131018776101576,0.5309184657325565
2,-65.0,0.0,0.4082776990167102,0.19335241354419264,0.3343001505279613,0.4727921210982784
2,-100.0,0.0,0.3095612389875638,0.19198996112864067,0.8477591939436786,0.6743817672517095
2,-70.0,0.0,0.49429898773407005,0.6505715594373321,0.42498762142001234,1.0
2,-100.0,0.0,0.40284198434667073,0.4578286434176466,0.44006084024906206,0.952941449460682
2,-60.0,0.0,0.48586459077191435,0.3729699302106208,0.3470048042851051,0.4839767916696427
2,-75.0,0.0,0.6341528817595626,0.39283399179024525,0.33016086568937325,0.5161443546070362
2,-65.0,0.0,0.3754817091267378,0.22999495325929023,0.308484213527343,0.39599210916197974
2,-62.5,0.0,0.45628424183772737,0.394302326053904,0.2521052532272817,0.19136352414728766
2,-50.0,0.0,0.24432172598644836,0.4337283943022315,0.27440578517185427,1.0
2,-60.0,0.0,0.35508160897401664,0.3147941594683461,0.3049882348231903,0.26440780640490263
2,-85.0,0.0,0.843866584154426,0.4346001534092068,0.6201566980588306,1.0
2,-72.5,0.0,0.46987141549088474,0.2822232167443812,0.23927514928614338,0.44616014395921055
2,-72.5,0.0,0.6020908982523598,0.30558371746652097,0.5280349414314279,0.8182768907930571
2,-70.0,0.0,0.36121556915435193,0.14728628051478898,0.4867828611339846,0.8040001855506436
2,-87.5,0.0,0.42004500545698226,0.48425260815398546,0.34515029916085777,0.8625317599629543
2,-40.0,0.0,0.9032012352392598,0.4412789138789456,0.38516170042604164,0.5431553253590292
2,-50.0,0.0,0.4977922546565278,0.26242212015127847,0.4351287236243898,0.4554627165954662
2,-40.0,0.0,0.4121260153900757,0.41146727962202184,0.27720402504476543,0.529281336815185
2,-72.5,0.0,0.2393421633986632,0.5524286604544989,0.3972596540155639,0.5454377375025463
2,-70.0,0.0,0.2262304459169644,0.5439312919271914,0.45208946085045243,1.0
2,-50.0,0.0,0.41032318402992035,0.31627116856763215,0.29226685008524966,0.7434587408366374
2,-87.5,0.0,0.7780117721134665,0.393580802588558,0.5651205067202624,0.7933484160063423
2,-62.5,0.0,0.5984195273764457,0.17625471820361768,0.312454889882423,0.3949224640696002
2,-55.0,0.0,0.4482636240542351,0.353669143521333,0.42998023678805514,0.6778553816190701
2,-70.0,0.0,0.6110209018047038,0.4842492638654437,0.44017135425753723,0.5393467883949744
2,-45.0,0.0,0.796530549487527,0.45798580085509294,0.5798173273060014,0.5442053447951453
2,-60.0,0.0,0.518823855572648,0.5476044762641205,0.29970296477617225,0.41757896194034533
2,-62.5,0.0,0.7187920882112161,0.2929535975781319,0.31165860341271273,0.41831161390115573
2,-75.0,0.0,0.4664046757739005,0.3737306218438665,0.295383302998529,0.36545368357058555
2,-82.5,0.0,0.6795239743810834,0.08016400562941722,0.24709392888305254,0.32324680236450315
2,-87.5,0.0,0.525717214485276,0.1368125191760866,0.3106788334862174,0.624532091134363
2,-60.0,0.0,0.6696853580127249,0.32034855908103904,0.3216049269193948,0.39822562667932343
2,-100.0,0.0,0.6447692715322432,0.050172858002600566,0.4129303165458121,0.4835588934867923
2,-62.5,0.0,0.5204833925090587,0.31657109402410477,0.28812861915317306,0.454742906190553
